song,event_idx,lyric,interval_pitch
06,443,の,-1.0
06,444,な,-2.0
06,445,み,-2.0
06,450,せく,
06,451,しょん,0.0
06,452,れ,-5.0
06,453,いん,7.0
06,454,ぼ,-2.0
06,455,す,-3.0
06,456,ぷ,2.0
06,457,ばい,1.0
06,458,すてっぷ,0.0
06,462,き,
06,463,み,0.0
06,464,も,-3.0
06,465,き,3.0
06,466,み,0.0
06,467,も,-3.0
06,469,き,
06,470,み,0.0
06,471,も,-3.0
06,472,ぎぶ,3.0
06,473,み,0.0
06,474,も,-3.0
06,476,う,
06,477,た,0.0
06,478,お,-3.0
06,479,あ,3.0
06,480,し,-5.0
06,481,た,7.0
06,482,え,-2.0
07,13,ぴん,
07,16,く,
07,19,の,
07,20,ゆ,2.0
07,21,に,0.0
07,22,こん,0.0
07,27,と,
07,30,ぶ,
07,33,よ,
07,34,いしょ,2.0
07,35,に,0.0
07,36,こ,0.0
07,40,さ,
07,43,い,
07,46,こ,
07,47,ろ,0.0
07,48,お,0.0
07,50,こ,
07,51,ろ,0.0
07,52,が,0.0
07,53,て,2.0
07,54,さ,1.0
07,57,い,
07,60,こ,
07,61,ろ,0.0
07,62,じ,0.0
07,64,は,
07,65,と,0.0
07,66,よ,0.0
07,67,む,-2.0
07,68,み,5.0
07,71,て,
07,74,る,
07,75,の,0.0
07,76,よ,0.0
07,78,い,
07,79,つ,0.0
07,80,だっ,0.0
07,81,て,2.0
07,82,す,-12.0
07,83,す,1.0
07,84,め,2.0
07,85,あ,2.0
07,86,ばん,1.0
07,87,ちゅ,-3.0
07,88,る,-2.0
07,93,わ,
07,94,た,0.0
07,95,し,0.0
07,96,わ,2.0
07,97,ほ,-2.0
07,98,ろん,-3.0
07,99,う,3.0
07,100,ちゅ,0.0
07,101,う,0.0
07,102,の,-2.0
07,106,か,
07,107,け,0.0
07,108,ら,0.0
07,109,だ,1.0
07,110,け,-1.0
07,111,ど,-4.0
07,112,か,4.0
07,113,ん,1.0
07,114,ぜ,2.0
07,115,ん,-2.0
07,119,な,
07,120,み,0.0
07,121,だ,0.0
07,122,が,2.0
07,123,ぽ,-2.0
07,124,ろん,-3.0
07,125,ちょっ,3.0
07,126,ぴ,0.0
07,127,り,2.0
07,131,ま,
07,132,じ,-3.0
07,133,か,-4.0
07,134,る,2.0
07,136,てぃん,
07,139,てぃん,
07,143,こ,
07,144,の,0.0
07,145,ぽ,0.0
07,146,る,2.0
07,147,ぼ,-2.0
07,148,ろん,-3.0
07,149,た,3.0
07,150,べ,0.0
07,151,た,0.0
07,152,ら,-2.0
07,156,と,
07,157,な,0.0
07,158,え,0.0
07,159,る,1.0
07,160,の,-1.0
07,161,よ,-4.0
07,162,お,4.0
07,163,ま,1.0
07,164,じ,2.0
07,165,ない,-2.0
07,169,こ,
07,170,た,0.0
07,171,え,0.0
07,172,が,2.0
07,173,ぽ,-2.0
07,174,ろん,-3.0
07,175,はっ,3.0
07,176,ぴ,0.0
07,177,い,2.0
07,181,ま,
07,182,じ,-3.0
07,183,か,-4.0
07,184,る,2.0
07,186,てぃん,
07,189,てぃん,
07,193,さ,
07,196,い,
07,199,こ,
07,200,ろ,0.0
07,201,お,0.0
07,203,こ,
07,204,ろ,0.0
07,205,が,0.0
07,206,て,2.0
07,207,さ,1.0
07,210,い,
07,213,こ,
07,214,ろ,0.0
07,215,じ,0.0
07,217,は,
07,218,と,0.0
07,219,よ,0.0
07,220,む,-2.0
07,221,あ,5.0
07,224,い,
07,227,か,
07,228,し,0.0
07,229,ら,0.0
07,231,どっ,
07,232,き,0.0
07,233,ど,0.0
07,234,き,2.0
07,235,ひ,-12.0
07,236,び,1.0
07,237,け,2.0
07,238,あ,2.0
07,239,ばん,1.0
07,240,ちゅ,-3.0
07,241,る,-2.0
08,30,ぼん,
08,31,ぼん,5.0
08,32,お,-5.0
08,33,えん,3.0
08,34,だん,-3.0
08,35,れっつ,0.0
08,36,げっ,0.0
08,37,ちぇ,3.0
08,38,り,-3.0
08,40,ぱい,
08,42,らん,
08,43,らん,5.0
08,44,かん,-5.0
08,45,げ,3.0
08,47,かい,
08,49,るっ,
08,50,かっぷ,0.0
08,51,せん,-2.0
08,52,せ,5.0
08,53,しょん,-3.0
08,55,はい,
08,56,そん,-14.0
08,57,ざい,5.0
08,58,かん,-3.0
08,60,てん,
08,61,てん,0.0
08,62,しょう,-2.0
08,63,わく,5.0
08,64,せ,-3.0
08,65,ぶ,5.0
08,66,つ,0.0
08,67,かっ,0.0
08,68,て,0.0
08,69,と,0.0
08,70,け,0.0
08,71,まし,0.0
08,72,た,0.0
08,73,ぼ,0.0
08,74,ぜん,0.0
08,75,おお,0.0
08,76,い,0.0
08,77,に,0.0
08,78,う,0.0
08,79,たっ,0.0
08,80,て,0.0
08,81,し,0.0
08,82,れん,0.0
08,83,じゃ,0.0
08,85,もっ,
08,87,て,
08,88,い,0.0
08,89,け,0.0
08,90,さい,2.0
08,91,ご,-2.0
08,92,に,0.0
08,93,わ,-5.0
08,94,らっ,5.0
08,95,ちゃ,0.0
08,96,う,2.0
08,97,の,-2.0
08,98,わ,0.0
08,99,あ,-7.0
08,100,た,9.0
08,101,し,0.0
08,102,の,0.0
08,103,は,0.0
08,105,ず,
08,107,せ,
08,108,ら,7.0
08,109,ふ,-2.0
08,110,く,0.0
08,111,だ,2.0
08,112,か,-2.0
08,113,ら,-1.0
08,114,で,-4.0
08,115,す,2.0
08,116,け,0.0
08,117,つ,2.0
08,118,ろん,0.0
08,122,げ,
08,123,つ,0.0
08,124,よ,0.0
08,125,お,0.0
08,126,び,0.0
08,127,な,2.0
08,128,の,-2.0
08,129,に,0.0
08,130,き,-5.0
08,131,げん,5.0
08,132,わ,0.0
08,133,る,2.0
08,134,い,-2.0
08,135,の,0.0
08,136,ど,-5.0
08,137,お,7.0
08,138,す,0.0
08,139,る,0.0
08,140,よ,2.0
08,142,な,
08,143,つ,0.0
08,144,ふ,7.0
08,145,く,-2.0
08,146,が,0.0
08,148,い,
08,149,い,-2.0
08,150,の,-1.0
08,151,で,-4.0
08,152,す,2.0
08,153,きゃ,0.0
08,154,わ,2.0
08,155,い,0.0
09,24,ま,
09,25,よ,3.0
09,26,い,-3.0
09,27,こん,3.0
09,28,だ,0.0
09,29,お,3.0
09,30,と,0.0
09,31,ぎ,-1.0
09,32,の,-5.0
09,33,く,3.0
09,34,に,-2.0
09,35,わ,0.0
09,37,ふ,
09,38,し,-3.0
09,39,ぎ,-2.0
09,40,で,0.0
09,42,う,
09,43,れ,3.0
09,44,し,2.0
09,45,く,3.0
09,46,せ,-3.0
09,47,つ,-2.0
09,48,ない,-3.0
09,49,の,-2.0
09,50,です,-2.0
09,53,あ,
09,54,け,0.0
09,55,る,-1.0
09,56,じゅ,-5.0
09,57,も,3.0
09,58,ん,-2.0
09,59,わ,0.0
09,60,は,2.0
09,61,あ,-3.0
09,62,も,-2.0
09,63,に,0.0
09,65,ひ,
09,66,と,3.0
09,67,り,2.0
09,68,じゃ,3.0
09,69,す,2.0
09,70,す,-2.0
09,71,め,2.0
09,72,な,-2.0
09,73,い,4.0
09,74,の,-2.0
09,75,です,-2.0
09,80,さ,
09,81,か,5.0
09,82,さ,-1.0
09,83,ま,-2.0
09,84,の,-2.0
09,86,ま,
09,87,ど,7.0
09,88,わ,-1.0
09,89,すう,-2.0
09,90,の,-4.0
09,92,て,
09,93,お,5.0
09,94,とっ,-1.0
09,95,て,-2.0
09,97,ひ,
09,98,と,-3.0
09,99,つ,2.0
09,100,の,1.0
09,101,ひ,2.0
09,102,か,-2.0
09,103,り,2.0
09,104,に,-2.0
09,105,な,4.0
09,106,ろ,-2.0
09,108,ふぁん,
09,109,た,2.0
09,110,じ,2.0
09,111,あ,1.0
09,112,わん,2.0
09,113,だ,-2.0
09,114,らん,0.0
09,116,つ,
09,117,ぎ,2.0
09,118,の,1.0
09,119,す,2.0
09,120,て,2.0
09,121,じ,-2.0
09,122,え,0.0
09,124,ま,
09,125,た,12.0
09,126,そ,-2.0
09,127,の,-1.0
09,128,さ,-2.0
09,129,き,-1.0
09,130,が,1.0
09,132,ま,
09,133,っ,-2.0
09,134,て,-3.0
09,135,る,-2.0
09,136,ふぁん,-2.0
09,137,た,2.0
09,138,じ,2.0
09,139,あ,1.0
09,140,わん,2.0
09,141,だ,-2.0
09,142,らん,0.0
09,144,き,
09,145,み,2.0
09,146,の,1.0
09,147,ぴ,2.0
09,148,い,2.0
09,149,す,-2.0
09,150,と,0.0
09,152,あ,
09,153,わ,12.0
09,154,せ,-2.0
09,155,た,-1.0
09,156,ら,-2.0
09,157,こ,-1.0
09,158,ん,1.0
09,159,ぷ,2.0
09,160,り,-2.0
09,161,い,2.0
09,162,と,1.0
09,164,ね,
09,165,え,-2.0
09,166,いっ,-2.0
09,167,しょ,0.0
09,168,な,0.0
09,169,ら,0.0
09,170,も,2.0
09,171,の,-2.0
09,172,す,2.0
09,173,ごい,-2.0
09,175,か,
09,176,が,0.0
09,177,や,0.0
09,178,き,0.0
09,179,み,0.0
09,180,つ,2.0
09,181,か,-2.0
09,182,る,2.0
09,183,よ,2.0
09,185,そ,
09,186,れ,0.0
09,187,わ,0.0
09,188,だ,0.0
09,189,れ,0.0
09,190,も,2.0
09,191,し,-2.0
09,192,ら,2.0
09,193,ない,2.0
09,195,さい,
09,196,こう,0.0
09,197,わん,2.0
09,198,だ,0.0
09,199,らん,2.0
10,10,は,
10,12,て,
10,13,な,5.0
10,14,い,-5.0
10,17,や,
10,18,み,-2.0
10,19,の,2.0
10,21,な,0.0
10,22,か,2.0
10,26,な,
10,27,み,-5.0
10,28,だ,5.0
10,29,わ,2.0
10,30,も,-4.0
10,31,お,-5.0
10,32,か,2.0
10,36,れ,
10,37,た,-3.0
10,41,ゆ,
10,42,ら,-5.0
10,43,ゆ,5.0
10,44,ら,-5.0
10,47,ゆ,
10,48,れ,-2.0
10,49,る,2.0
10,51,お,-2.0
10,52,も,7.0
10,53,い,-3.0
10,56,ま,
10,57,る,3.0
10,58,で,2.0
10,61,か,
10,62,げ,2.0
10,63,ろ,-3.0
10,64,お,-4.0
10,65,ね,2.0
10,70,つ,
10,71,き,-1.0
10,72,よ,-2.0
10,73,に,-2.0
10,76,し,
10,77,ず,3.0
10,78,む,2.0
10,80,い,0.0
10,81,の,0.0
10,82,り,-2.0
10,83,わ,0.0
10,87,か,
10,88,な,-1.0
10,89,し,-2.0
10,90,く,5.0
10,91,こ,-3.0
10,92,だ,-4.0
10,93,ま,4.0
10,94,す,-2.0
10,98,は,
10,99,か,0.0
10,100,な,-2.0
10,101,い,4.0
10,102,ゆ,-2.0
10,103,め,0.0
10,104,な,-2.0
10,105,ら,4.0
10,106,た,-2.0
10,107,だ,0.0
10,108,ち,-2.0
10,109,る,2.0
10,110,だ,2.0
10,111,け,-7.0
10,115,さ,
10,116,よ,2.0
10,117,な,7.0
10,119,ら,-9.0
10,120,さ,2.0
10,121,え,7.0
10,123,い,-9.0
10,124,わ,2.0
10,125,ず,5.0
10,126,に,-1.0
10,131,と,
10,132,ざ,0.0
10,133,か,-2.0
10,134,る,4.0
10,135,き,-2.0
10,136,み,0.0
10,137,の,-2.0
10,138,て,4.0
10,139,あ,-2.0
10,140,の,0.0
10,141,ぬ,-2.0
10,142,く,2.0
10,143,も,2.0
10,144,り,-7.0
10,148,せ,
10,149,め,2.0
10,150,て,7.0
10,152,も,-9.0
10,153,お,2.0
10,154,い,7.0
10,156,ち,-9.0
10,157,ど,2.0
10,224,こ,
10,225,こ,1.0
10,226,ろ,0.0
10,227,な,-5.0
10,228,く,4.0
10,229,し,1.0
10,230,て,0.0
10,234,さ,
10,235,ま,7.0
10,236,よ,-2.0
10,237,う,0.0
10,238,い,-1.0
10,239,き,1.0
10,240,か,-5.0
10,241,た,-3.0
10,242,え,1.0
10,243,ら,4.0
10,244,ぶ,2.0
10,245,ふ,-4.0
10,246,た,4.0
10,247,り,3.0
10,250,じゃ,
10,251,な,-1.0
10,252,い,1.0
10,256,ほ,
10,257,こ,2.0
10,258,り,2.0
10,259,た,-2.0
10,260,か,-2.0
10,261,く,2.0
10,265,う,
10,266,つ,4.0
10,267,く,-2.0
10,268,し,-7.0
10,269,い,2.0
10,273,き,
10,274,み,2.0
10,275,の,2.0
10,279,す,
10,280,が,0.0
10,281,た,2.0
10,282,お,2.0
10,286,あ,
10,287,の,2.0
10,288,ひ,2.0
10,293,や,
10,294,き,8.0
10,295,つ,-1.0
10,296,け,-3.0
10,297,た,1.0
11,9,た,
11,10,と,5.0
11,11,え,-1.0
11,12,ば,-4.0
11,13,か,0.0
11,14,ら,0.0
11,15,だ,0.0
11,16,に,0.0
11,17,の,0.0
11,18,こ,0.0
11,19,る,0.0
11,20,か,5.0
11,21,ん,-1.0
11,22,しょ,1.0
11,23,く,2.0
11,24,わ,3.0
11,25,あ,-1.0
11,26,た,-2.0
11,27,た,2.0
11,28,か,-2.0
11,29,い,-2.0
11,31,さ,
11,32,よ,5.0
11,33,な,2.0
11,34,ら,-2.0
11,37,な,
11,38,み,-1.0
11,39,だ,1.0
11,41,せい,
11,42,ぐっ,-1.0
11,44,ばい,
11,47,た,
11,48,と,5.0
11,49,え,-1.0
11,50,ば,-4.0
11,52,こ,
11,53,こ,0.0
11,54,ろ,0.0
11,55,に,0.0
11,56,つ,0.0
11,57,の,0.0
11,58,る,0.0
11,59,お,5.0
11,60,も,-1.0
11,61,い,1.0
11,62,わ,2.0
11,63,ま,3.0
11,64,だ,-1.0
11,65,み,-2.0
11,66,え,2.0
11,67,な,-2.0
11,68,い,-2.0
11,70,あ,
11,71,し,5.0
11,72,た,2.0
11,73,え,-2.0
11,75,と,
11,76,ぶ,-5.0
11,77,つ,5.0
11,78,ば,2.0
11,79,さ,3.0
11,80,とぅ,-1.0
11,81,ざ,-2.0
11,82,へ,-2.0
11,83,ヴん,0.0
11,87,ぼ,
11,88,く,-2.0
11,89,ら,2.0
11,90,わ,-2.0
11,91,み,2.0
11,92,ち,0.0
11,93,の,2.0
11,94,と,1.0
11,95,ちゅう,-1.0
11,96,で,-4.0
11,98,な,
11,99,く,0.0
11,100,し,0.0
11,101,た,2.0
11,102,ゆ,-2.0
11,103,め,0.0
11,104,の,-2.0
11,105,か,0.0
11,106,け,-1.0
11,107,ら,-2.0
11,108,お,2.0
11,110,ひ,
11,111,ろ,-2.0
11,112,う,2.0
11,113,こ,-2.0
11,114,と,2.0
11,115,わ,-2.0
11,116,も,2.0
11,118,し,
11,119,な,0.0
11,120,い,2.0
11,121,だ,-2.0
11,122,ろ,-2.0
11,123,お,0.0
11,126,う,
11,127,ま,-2.0
11,128,れ,2.0
11,129,か,-2.0
11,130,わっ,2.0
11,131,た,2.0
11,132,よ,1.0
11,133,お,-1.0
11,134,に,-4.0
11,135,あ,0.0
11,136,た,0.0
11,137,ら,5.0
11,138,し,-5.0
11,139,い,0.0
11,140,じ,-2.0
11,141,だ,-1.0
11,142,い,1.0
11,143,お,-1.0
11,146,ひ,
11,147,ら,-2.0
11,148,い,2.0
11,149,て,2.0
11,150,く,1.0
11,152,そ,
11,153,お,2.0
11,154,ね,2.0
11,155,が,0.0
11,156,う,-2.0
11,157,の,0.0
11,159,せ,
11,160,か,7.0
11,161,い,-7.0
11,162,が,0.0
11,163,つ,0.0
11,164,く,0.0
11,165,り,7.0
11,166,だ,-7.0
11,167,す,0.0
11,168,う,0.0
11,169,ね,0.0
11,170,り,7.0
11,171,の,-2.0
11,172,な,-1.0
11,173,か,-2.0
11,174,で,3.0
11,175,え,-1.0
11,177,あ,
11,178,ら,0.0
11,179,が,7.0
11,180,っ,-7.0
11,181,て,0.0
11,183,あ,
11,184,ら,0.0
11,185,が,7.0
11,186,っ,-2.0
11,187,て,-1.0
11,188,い,-2.0
11,189,く,3.0
11,190,う,-1.0
11,192,ぼ,
11,193,く,7.0
11,194,ら,-7.0
11,195,が,0.0
11,196,お,0.0
11,197,り,7.0
11,198,た,-7.0
11,199,つ,0.0
11,200,こ,0.0
11,201,こ,2.0
11,202,わ,3.0
11,203,み,-1.0
11,204,か,-2.0
11,205,ん,2.0
11,206,せ,-2.0
11,207,い,2.0
11,208,な,-2.0
11,209,まま,-2.0
11,211,い,
11,212,き,-5.0
11,213,お,5.0
11,214,し,2.0
11,215,て,2.0
11,216,る,-4.0
11,218,と,
11,219,ど,2.0
11,220,い,3.0
11,221,て,-1.0
11,222,お,-2.0
11,223,く,0.0
11,224,れ,-2.0
12,15,ま,
12,16,た,0.0
12,17,い,0.0
12,18,た,0.0
12,19,ず,0.0
12,20,ら,-1.0
12,21,に,1.0
12,22,たい,2.0
12,23,よう,5.0
12,24,わ,-5.0
12,28,じ,
12,29,り,0.0
12,30,じ,0.0
12,31,り,2.0
12,32,て,-3.0
12,33,り,-2.0
12,34,つ,-2.0
12,35,け,2.0
12,39,あ,
12,40,ま,0.0
12,41,い,0.0
12,42,こ,0.0
12,43,こ,0.0
12,44,ろ,-1.0
12,45,お,1.0
12,46,と,2.0
12,47,かし,5.0
12,48,て,-5.0
12,50,た,
12,51,め,0.0
12,52,す,3.0
12,53,よ,-1.0
12,54,に,-2.0
12,55,じゃ,2.0
12,56,ま,-2.0
12,57,す,-2.0
12,58,る,2.0
12,61,そ,
12,62,か,0.0
12,63,い,0.0
12,64,た,0.0
12,65,ず,0.0
12,66,ら,-1.0
12,67,に,1.0
12,68,たい,2.0
12,69,よ,5.0
12,70,わ,-5.0
12,74,げ,
12,75,ら,0.0
12,76,げ,0.0
12,77,ら,2.0
12,78,わ,-3.0
12,79,ら,-2.0
12,80,っ,-2.0
12,81,て,2.0
12,85,な,
12,86,み,0.0
12,87,だ,0.0
12,88,さ,0.0
12,89,え,0.0
12,90,も,-1.0
12,91,か,1.0
12,92,わ,2.0
12,93,かし,5.0
12,94,て,-5.0
12,96,す,
12,97,す,0.0
12,98,め,3.0
12,99,と,-1.0
12,100,く,-2.0
12,101,も,2.0
12,102,お,-2.0
12,103,か,-2.0
12,104,ぶ,2.0
12,107,なん,
12,108,かい,7.0
12,109,で,-2.0
12,112,や,
12,113,っ,2.0
12,114,か,1.0
12,115,い,-1.0
12,116,な,-2.0
12,117,ぼう,5.0
12,118,けん,2.0
12,119,お,-2.0
12,123,の,
12,124,ぞ,7.0
12,125,む,-2.0
12,127,と,
12,128,こ,0.0
12,129,ろ,0.0
12,130,だ,2.0
12,131,こ,1.0
12,132,わ,-1.0
12,133,く,-2.0
12,134,ないん,2.0
12,135,だ,-2.0
12,136,ぜ,-2.0
12,137,な,2.0
12,138,か,0.0
12,139,ま,0.0
12,140,が,2.0
12,141,い,-4.0
12,142,る,2.0
12,147,は,
12,148,る,-2.0
12,149,か,-2.0
12,150,な,-5.0
12,151,る,7.0
12,152,う,2.0
12,153,み,-4.0
12,154,お,-1.0
12,155,こ,-2.0
12,156,え,-2.0
12,160,め,
12,161,ざ,2.0
12,162,す,2.0
12,163,の,-4.0
12,164,さ,2.0
12,165,さ,2.0
12,166,い,-4.0
12,167,こ,5.0
12,168,の,-1.0
12,171,すて,
12,172,じ,-2.0
12,173,す,-2.0
12,174,す,-5.0
12,175,む,7.0
12,176,み,2.0
12,177,ち,-4.0
12,178,こ,-1.0
12,179,そ,-2.0
12,180,が,-2.0
12,184,た,
12,185,か,2.0
12,186,ら,2.0
12,187,な,-4.0
12,188,の,2.0
12,189,さ,2.0
12,190,し,-4.0
12,191,ん,5.0
12,192,じ,2.0
12,193,て,-3.0
12,194,る,-2.0
12,198,て,
12,199,お,8.0
12,200,あ,-1.0
12,201,げ,0.0
12,202,た,-2.0
12,203,そ,2.0
12,204,の,1.0
12,205,み,2.0
12,206,らい,-5.0
12,207,に,-1.0
12,210,あ,
12,211,た,2.0
12,212,ら,1.0
12,213,し,0.0
12,214,い,0.0
12,215,せ,-1.0
12,216,か,1.0
12,217,い,0.0
12,218,が,-1.0
12,219,わ,1.0
12,220,な,-1.0
12,221,か,1.0
12,222,け,-1.0
12,223,まっ,1.0
12,224,て,0.0
12,225,る,-1.0
12,289,こ,
12,290,こ,7.0
12,291,に,-2.0
12,294,し,
12,295,み,2.0
12,296,こ,1.0
12,297,ん,-1.0
12,298,だ,-2.0
12,299,ゆ,5.0
12,300,き,2.0
12,301,わ,-2.0
12,305,も,
12,306,がい,7.0
12,307,た,-2.0
12,309,じ,
12,310,かん,0.0
12,311,と,2.0
12,312,き,1.0
12,313,み,-1.0
12,314,の,-2.0
12,315,こ,2.0
12,316,え,-2.0
12,317,で,-2.0
12,318,つ,2.0
12,319,く,0.0
12,320,ら,0.0
12,321,れ,2.0
12,322,たん,-4.0
12,323,だ,7.0
13,20,い,
13,21,や,0.0
13,22,ほ,0.0
13,23,ん,0.0
13,24,お,0.0
13,25,か,0.0
13,26,た,2.0
13,27,ほ,-2.0
13,28,お,2.0
13,29,だ,2.0
13,30,け,1.0
13,34,か,
13,35,し,1.0
13,36,て,-1.0
13,37,あ,-4.0
13,38,げ,2.0
13,39,る,-2.0
13,40,よ,0.0
13,44,お,
13,45,な,2.0
13,46,じ,3.0
13,47,う,-5.0
13,48,た,7.0
13,49,お,-2.0
13,53,き,
13,54,き,2.0
13,55,な,0.0
13,56,が,0.0
13,57,ら,0.0
13,58,あ,0.0
13,59,る,3.0
13,60,い,2.0
13,61,て,2.0
13,62,い,-2.0
13,63,こ,0.0
13,66,つ,
13,67,らい,0.0
13,68,と,0.0
13,69,き,0.0
13,70,き,0.0
13,71,き,2.0
13,72,た,-2.0
13,73,く,2.0
13,74,な,2.0
13,75,る,1.0
13,79,お,
13,80,き,0.0
13,81,に,-1.0
13,82,いり,-4.0
13,83,の,2.0
13,84,う,-2.0
13,85,た,0.0
13,89,お,
13,90,な,0.0
13,91,じ,3.0
13,92,だっ,-5.0
13,94,た,
13,95,ら,-2.0
13,99,き,
13,100,せ,8.0
13,101,き,-1.0
13,102,と,-2.0
13,103,か,-5.0
13,104,し,2.0
13,105,ん,1.0
13,106,じ,2.0
13,107,ちゃ,0.0
13,108,う,2.0
13,109,ね,-4.0
13,113,そ,
13,114,れ,0.0
13,115,ぞ,2.0
13,116,れ,1.0
13,117,の,-3.0
13,118,ゆ,7.0
13,119,め,-2.0
13,120,が,0.0
13,124,ち,
13,125,が,0.0
13,126,う,1.0
13,127,み,2.0
13,128,ち,-3.0
13,129,お,6.0
13,130,さ,-1.0
13,131,し,-2.0
13,132,て,2.0
13,133,も,-4.0
13,136,わ,
13,137,た,0.0
13,138,し,2.0
13,139,た,1.0
13,140,ち,-1.0
13,142,いっ,
13,143,しょ,1.0
13,144,だ,2.0
13,145,よ,2.0
13,149,ど,
13,150,ん,5.0
13,151,な,-1.0
13,152,と,1.0
13,153,き,2.0
13,154,も,-5.0
13,158,き,
13,159,み,-2.0
13,160,に,-1.0
13,163,ゆ,
13,164,め,0.0
13,165,の,0.0
13,166,め,0.0
13,167,ろ,0.0
13,168,でぃ,2.0
13,171,な,
13,172,り,0.0
13,173,ひ,7.0
13,174,び,0.0
13,175,く,2.0
13,176,よ,-9.0
13,178,き,
13,179,ず,-2.0
13,180,い,-2.0
13,181,た,-1.0
13,182,ら,1.0
13,183,む,2.0
13,184,い,7.0
13,185,し,-2.0
13,186,き,2.0
13,187,に,-5.0
13,188,ま,0.0
13,189,た,1.0
13,190,く,0.0
13,191,ち,2.0
13,192,ず,0.0
13,193,さ,-3.0
13,194,ん,-5.0
13,195,で,5.0
13,196,る,-2.0
13,202,こ,
13,203,の,0.0
13,204,う,0.0
13,205,た,-1.0
13,206,ご,1.0
13,207,え,2.0
13,210,と,
13,211,ど,0.0
13,212,け,7.0
13,213,た,0.0
13,214,い,2.0
13,215,よ,-9.0
13,217,せ,
13,218,か,-2.0
13,219,い,-2.0
13,220,じゅ,-1.0
13,221,が,3.0
13,222,こ,2.0
13,223,の,5.0
13,224,う,-2.0
13,225,た,2.0
13,226,お,-5.0
13,229,う,
13,230,た,1.0
13,231,い,-1.0
13,232,だ,-4.0
13,233,し,-3.0
13,234,た,2.0
13,235,ら,1.0
13,236,す,2.0
13,237,て,0.0
13,238,き,-2.0
13,239,ね,0.0
13,243,せ,
13,244,か,1.0
13,245,い,-1.0
13,246,へ,-4.0
13,247,い,-3.0
13,248,わ,2.0
13,249,も,1.0
13,250,ゆ,2.0
13,251,め,0.0
13,252,じゃ,-2.0
13,253,ない,0.0
13,312,む,
13,313,ね,4.0
13,314,の,1.0
13,315,お,-5.0
13,316,く,4.0
13,317,に,1.0
13,318,ひ,2.0
13,319,び,2.0
13,320,く,-4.0
13,322,ゆ,
13,323,め,2.0
13,324,お,2.0
13,325,お,-4.0
13,326,い,0.0
13,327,も,-1.0
13,328,と,-2.0
13,329,め,-2.0
13,330,る,-2.0
13,332,せ,
13,333,ん,2.0
13,334,り,1.0
13,335,つ,2.0
13,336,ずっ,2.0
13,338,と,
13,340,きっ,
13,342,と,
14,8,く,
14,9,る,0.0
14,10,く,-2.0
14,11,る,-2.0
14,12,ま,4.0
14,13,わ,-2.0
14,14,り,2.0
14,15,だ,-2.0
14,16,し,2.0
14,17,た,-2.0
14,19,か,
14,20,ら,0.0
14,21,ふ,-1.0
14,22,る,-2.0
14,23,な,3.0
14,24,どぅり,-1.0
14,25,む,1.0
14,26,ご,-1.0
14,27,ら,1.0
14,28,ん,-1.0
14,30,す,
14,31,て,0.0
14,32,き,-1.0
14,33,な,-2.0
14,34,はく,-5.0
14,35,ば,0.0
14,36,の,7.0
14,37,うえ,-2.0
14,38,に,-2.0
14,39,き,-5.0
14,40,み,-1.0
14,41,の,1.0
14,42,ゆ,2.0
14,43,め,0.0
14,44,が,5.0
14,45,ま,-2.0
14,46,あっ,0.0
14,47,て,2.0
14,48,る,-3.0
14,50,お,
14,51,も,0.0
14,52,い,-2.0
14,53,きっ,-2.0
14,54,て,4.0
14,55,と,-2.0
14,56,び,2.0
14,57,の,-2.0
14,58,れ,2.0
14,59,ば,-2.0
14,61,な,
14,62,か,0.0
14,63,ま,-1.0
14,64,が,-2.0
14,65,ひ,3.0
14,66,と,-1.0
14,67,り,1.0
14,68,ふ,-1.0
14,69,た,1.0
14,70,り,-1.0
14,72,み,
14,73,ら,0.0
14,74,い,-1.0
14,75,い,-2.0
14,76,き,3.0
14,77,の,0.0
14,78,ち,-1.0
14,79,け,0.0
14,80,っ,-2.0
14,81,と,-2.0
14,82,こ,-5.0
14,83,こ,-1.0
14,84,ろ,1.0
14,85,か,2.0
14,86,ら,5.0
14,87,と,-2.0
14,88,り,-1.0
14,89,だ,3.0
14,90,そう,-2.0
14,92,だ,
14,93,れ,2.0
14,94,だ,2.0
14,95,っ,-3.0
14,96,て,-4.0
14,97,さ,7.0
14,98,い,0.0
14,99,しょ,1.0
14,100,わ,0.0
14,102,ちょ,
14,103,っ,-3.0
14,104,と,-4.0
14,105,ま,7.0
14,106,よ,0.0
14,107,っ,2.0
14,108,て,0.0
14,110,ど,
14,111,き,-3.0
14,112,ど,-4.0
14,113,き,7.0
14,114,し,2.0
14,115,な,-3.0
14,116,が,-4.0
14,117,ら,7.0
14,118,は,-2.0
14,119,し,0.0
14,120,り,-1.0
14,121,だ,1.0
14,122,すん,2.0
14,123,だ,-3.0
14,126,ゆ,
14,127,め,3.0
14,128,み,2.0
14,129,たい,2.0
14,131,ほ,
14,132,ら,7.0
14,134,み,
14,135,つ,2.0
14,136,け,5.0
14,137,て,-5.0
14,138,ゆ,-7.0
14,139,め,4.0
14,140,じゃ,1.0
14,141,ない,2.0
14,143,き,
14,144,み,7.0
14,146,の,
14,147,わん,1.0
14,148,だ,7.0
14,149,らん,-7.0
14,150,ゆ,-3.0
14,151,う,0.0
14,152,き,2.0
14,153,が,1.0
14,156,え,
14,157,が,0.0
14,158,い,1.0
14,159,た,2.0
