song,event_idx,lyric,interval_pitch,consonant,vowel,special
10,267,く,-2.0,k,u,None
10,268,し,-7.0,sh,i,None
10,269,い,2.0,None,i,None
10,273,き,,k,i,None
10,274,み,2.0,m,i,None
10,275,の,2.0,n,o,None
10,279,す,,s,u,None
10,280,が,0.0,g,a,None
10,281,た,2.0,t,a,None
10,282,お,2.0,None,o,None
10,286,あ,,None,a,None
10,287,の,2.0,n,o,None
10,288,ひ,2.0,h,i,None
10,293,や,,y,a,None
10,294,き,8.0,k,i,None
10,295,つ,-1.0,ts,u,None
10,296,け,-3.0,k,e,None
10,297,た,1.0,t,a,None
11,9,た,,t,a,None
11,10,と,5.0,t,o,None
11,11,え,-1.0,None,e,None
11,12,ば,-4.0,b,a,None
11,13,か,0.0,k,a,None
11,14,ら,0.0,r,a,None
11,15,だ,0.0,d,a,None
11,16,に,0.0,n,i,None
11,17,の,0.0,n,o,None
11,18,こ,0.0,k,o,None
11,19,る,0.0,r,u,None
11,20,か,5.0,k,a,None
11,21,ん,-1.0,None,None,N
11,22,しょ,1.0,sh,o,None
11,23,く,2.0,k,u,None
11,24,わ,3.0,w,a,None
11,25,あ,-1.0,None,a,None
11,26,た,-2.0,t,a,None
11,27,た,2.0,t,a,None
11,28,か,-2.0,k,a,None
11,29,い,-2.0,None,i,None
11,31,さ,,s,a,None
11,32,よ,5.0,y,o,None
11,33,な,2.0,n,a,None
11,34,ら,-2.0,r,a,None
11,37,な,,n,a,None
11,38,み,-1.0,m,i,None
11,39,だ,1.0,d,a,None
11,41,せ,,s,e,None
11,41,い,,None,i,None
11,42,ぐ,-1.0,g,u,None
11,42,っ,,None,None,cl
11,44,ば,,b,a,None
11,44,い,,None,i,None
11,47,た,,t,a,None
11,48,と,5.0,t,o,None
11,49,え,-1.0,None,e,None
11,50,ば,-4.0,b,a,None
11,52,こ,,k,o,None
11,53,こ,0.0,k,o,None
11,54,ろ,0.0,r,o,None
11,55,に,0.0,n,i,None
11,56,つ,0.0,ts,u,None
11,57,の,0.0,n,o,None
11,58,る,0.0,r,u,None
11,59,お,5.0,None,o,None
11,60,も,-1.0,m,o,None
11,61,い,1.0,None,i,None
11,62,わ,2.0,w,a,None
11,63,ま,3.0,m,a,None
11,64,だ,-1.0,d,a,None
11,65,み,-2.0,m,i,None
11,66,え,2.0,None,e,None
11,67,な,-2.0,n,a,None
11,68,い,-2.0,None,i,None
11,70,あ,,None,a,None
11,71,し,5.0,sh,i,None
11,72,た,2.0,t,a,None
11,73,え,-2.0,None,e,None
11,75,と,,t,o,None
11,76,ぶ,-5.0,b,u,None
11,77,つ,5.0,ts,u,None
11,78,ば,2.0,b,a,None
11,79,さ,3.0,s,a,None
11,80,とぅ,-1.0,t,u,None
11,81,ざ,-2.0,z,a,None
11,82,へ,-2.0,None,e,None
11,83,ヴ,0.0,v,u,None
11,83,ん,,None,None,N
11,87,ぼ,,b,o,None
11,88,く,-2.0,k,u,None
11,89,ら,2.0,r,a,None
11,90,わ,-2.0,w,a,None
11,91,み,2.0,m,i,None
11,92,ち,0.0,ch,i,None
11,93,の,2.0,n,o,None
11,94,と,1.0,t,o,None
11,95,ちゅ,-1.0,ch,u,None
11,95,う,,None,u,None
11,96,で,-4.0,d,e,None
11,98,な,,n,a,None
11,99,く,0.0,k,u,None
11,100,し,0.0,sh,i,None
11,101,た,2.0,t,a,None
11,102,ゆ,-2.0,y,u,None
11,103,め,0.0,m,e,None
11,104,の,-2.0,n,o,None
11,105,か,0.0,k,a,None
11,106,け,-1.0,k,e,None
11,107,ら,-2.0,r,a,None
11,108,お,2.0,None,o,None
11,110,ひ,,h,i,None
11,111,ろ,-2.0,r,o,None
11,112,う,2.0,None,u,None
11,113,こ,-2.0,k,o,None
11,114,と,2.0,t,o,None
11,115,わ,-2.0,w,a,None
11,116,も,2.0,m,o,None
11,118,し,,sh,i,None
11,119,な,0.0,n,a,None
11,120,い,2.0,None,i,None
11,121,だ,-2.0,d,a,None
11,122,ろ,-2.0,r,o,None
11,123,お,0.0,None,o,None
11,126,う,,None,u,None
11,127,ま,-2.0,m,a,None
11,128,れ,2.0,r,e,None
11,129,か,-2.0,k,a,None
11,130,わ,2.0,w,a,None
11,130,っ,,None,None,cl
11,131,た,2.0,t,a,None
11,132,よ,1.0,y,o,None
11,133,お,-1.0,None,o,None
11,134,に,-4.0,n,i,None
11,135,あ,0.0,None,a,None
11,136,た,0.0,t,a,None
11,137,ら,5.0,r,a,None
11,138,し,-5.0,sh,i,None
11,139,い,0.0,None,i,None
11,140,じ,-2.0,j,i,None
11,141,だ,-1.0,d,a,None
11,142,い,1.0,None,i,None
11,143,お,-1.0,None,o,None
11,146,ひ,,h,i,None
11,147,ら,-2.0,r,a,None
11,148,い,2.0,None,i,None
11,149,て,2.0,t,e,None
11,150,く,1.0,k,u,None
11,152,そ,,s,o,None
11,153,お,2.0,None,o,None
11,154,ね,2.0,n,e,None
11,155,が,0.0,g,a,None
11,156,う,-2.0,None,u,None
11,157,の,0.0,n,o,None
11,159,せ,,s,e,None
11,160,か,7.0,k,a,None
11,161,い,-7.0,None,i,None
11,162,が,0.0,g,a,None
11,163,つ,0.0,ts,u,None
11,164,く,0.0,k,u,None
11,165,り,7.0,r,i,None
11,166,だ,-7.0,d,a,None
11,167,す,0.0,s,u,None
11,168,う,0.0,None,u,None
11,169,ね,0.0,n,e,None
11,170,り,7.0,r,i,None
11,171,の,-2.0,n,o,None
11,172,な,-1.0,n,a,None
11,173,か,-2.0,k,a,None
11,174,で,3.0,d,e,None
11,175,え,-1.0,None,e,None
11,177,あ,,None,a,None
11,178,ら,0.0,r,a,None
11,179,が,7.0,g,a,None
11,180,っ,-7.0,None,None,cl
11,181,て,0.0,t,e,None
11,183,あ,,None,a,None
11,184,ら,0.0,r,a,None
11,185,が,7.0,g,a,None
11,186,っ,-2.0,None,None,cl
11,187,て,-1.0,t,e,None
11,188,い,-2.0,None,i,None
11,189,く,3.0,k,u,None
11,190,う,-1.0,None,u,None
11,192,ぼ,,b,o,None
11,193,く,7.0,k,u,None
11,194,ら,-7.0,r,a,None
11,195,が,0.0,g,a,None
11,196,お,0.0,None,o,None
11,197,り,7.0,r,i,None
11,198,た,-7.0,t,a,None
11,199,つ,0.0,ts,u,None
11,200,こ,0.0,k,o,None
11,201,こ,2.0,k,o,None
11,202,わ,3.0,w,a,None
11,203,み,-1.0,m,i,None
11,204,か,-2.0,k,a,None
11,205,ん,2.0,None,None,N
11,206,せ,-2.0,s,e,None
11,207,い,2.0,None,i,None
11,208,な,-2.0,n,a,None
11,211,い,,None,i,None
11,212,き,-5.0,k,i,None
11,213,お,5.0,None,o,None
11,214,し,2.0,sh,i,None
11,215,て,2.0,t,e,None
11,216,る,-4.0,r,u,None
11,218,と,,t,o,None
11,219,ど,2.0,d,o,None
11,220,い,3.0,None,i,None
11,221,て,-1.0,t,e,None
11,222,お,-2.0,None,o,None
11,223,く,0.0,k,u,None
11,224,れ,-2.0,r,e,None
12,15,ま,,m,a,None
12,16,た,0.0,t,a,None
12,17,い,0.0,None,i,None
12,18,た,0.0,t,a,None
12,19,ず,0.0,z,u,None
12,20,ら,-1.0,r,a,None
12,21,に,1.0,n,i,None
12,22,た,2.0,t,a,None
12,22,い,,None,i,None
12,23,よ,5.0,y,o,None
12,23,う,,None,u,None
12,24,わ,-5.0,w,a,None
12,28,じ,,j,i,None
12,29,り,0.0,r,i,None
12,30,じ,0.0,j,i,None
12,31,り,2.0,r,i,None
12,32,て,-3.0,t,e,None
12,33,り,-2.0,r,i,None
12,34,つ,-2.0,ts,u,None
12,35,け,2.0,k,e,None
12,39,あ,,None,a,None
12,40,ま,0.0,m,a,None
12,41,い,0.0,None,i,None
12,42,こ,0.0,k,o,None
12,43,こ,0.0,k,o,None
12,44,ろ,-1.0,r,o,None
12,45,お,1.0,None,o,None
12,46,と,2.0,t,o,None
12,48,て,-5.0,t,e,None
12,50,た,,t,a,None
12,51,め,0.0,m,e,None
12,52,す,3.0,s,u,None
12,53,よ,-1.0,y,o,None
12,54,に,-2.0,n,i,None
12,55,じゃ,2.0,j,a,None
12,56,ま,-2.0,m,a,None
12,57,す,-2.0,s,u,None
12,58,る,2.0,r,u,None
12,61,そ,,s,o,None
12,62,か,0.0,k,a,None
12,63,い,0.0,None,i,None
12,64,た,0.0,t,a,None
12,65,ず,0.0,z,u,None
12,66,ら,-1.0,r,a,None
12,67,に,1.0,n,i,None
12,68,た,2.0,t,a,None
12,68,い,,None,i,None
12,69,よ,5.0,y,o,None
12,70,わ,-5.0,w,a,None
12,74,げ,,g,e,None
12,75,ら,0.0,r,a,None
12,76,げ,0.0,g,e,None
12,77,ら,2.0,r,a,None
12,78,わ,-3.0,w,a,None
12,79,ら,-2.0,r,a,None
12,80,っ,-2.0,None,None,cl
12,81,て,2.0,t,e,None
12,85,な,,n,a,None
12,86,み,0.0,m,i,None
12,87,だ,0.0,d,a,None
12,88,さ,0.0,s,a,None
12,89,え,0.0,None,e,None
12,90,も,-1.0,m,o,None
12,91,か,1.0,k,a,None
12,92,わ,2.0,w,a,None
12,94,て,-5.0,t,e,None
12,96,す,,s,u,None
12,97,す,0.0,s,u,None
12,98,め,3.0,m,e,None
12,99,と,-1.0,t,o,None
12,100,く,-2.0,k,u,None
12,101,も,2.0,m,o,None
12,102,お,-2.0,None,o,None
12,103,か,-2.0,k,a,None
12,104,ぶ,2.0,b,u,None
12,107,な,,n,a,None
12,107,ん,,None,None,N
12,108,か,7.0,k,a,None
12,108,い,,None,i,None
12,109,で,-2.0,d,e,None
12,112,や,,y,a,None
12,113,っ,2.0,None,None,cl
12,114,か,1.0,k,a,None
12,115,い,-1.0,None,i,None
12,116,な,-2.0,n,a,None
12,117,ぼ,5.0,b,o,None
12,117,う,,None,u,None
12,118,け,2.0,k,e,None
12,118,ん,,None,None,N
12,119,お,-2.0,None,o,None
12,123,の,,n,o,None
12,124,ぞ,7.0,z,o,None
12,125,む,-2.0,m,u,None
12,127,と,,t,o,None
12,128,こ,0.0,k,o,None
12,129,ろ,0.0,r,o,None
12,130,だ,2.0,d,a,None
12,131,こ,1.0,k,o,None
12,132,わ,-1.0,w,a,None
12,133,く,-2.0,k,u,None
12,135,だ,-2.0,d,a,None
12,136,ぜ,-2.0,z,e,None
12,137,な,2.0,n,a,None
12,138,か,0.0,k,a,None
12,139,ま,0.0,m,a,None
12,140,が,2.0,g,a,None
12,141,い,-4.0,None,i,None
12,142,る,2.0,r,u,None
12,147,は,,w,a,None
12,148,る,-2.0,r,u,None
12,149,か,-2.0,k,a,None
12,150,な,-5.0,n,a,None
12,151,る,7.0,r,u,None
12,152,う,2.0,None,u,None
12,153,み,-4.0,m,i,None
12,154,お,-1.0,None,o,None
12,155,こ,-2.0,k,o,None
12,156,え,-2.0,None,e,None
12,160,め,,m,e,None
12,161,ざ,2.0,z,a,None
12,162,す,2.0,s,u,None
12,163,の,-4.0,n,o,None
12,164,さ,2.0,s,a,None
12,165,さ,2.0,s,a,None
12,166,い,-4.0,None,i,None
12,167,こ,5.0,k,o,None
12,168,の,-1.0,n,o,None
12,172,じ,-2.0,j,i,None
12,173,す,-2.0,s,u,None
12,174,す,-5.0,s,u,None
12,175,む,7.0,m,u,None
12,176,み,2.0,m,i,None
12,177,ち,-4.0,ch,i,None
12,178,こ,-1.0,k,o,None
12,179,そ,-2.0,s,o,None
12,180,が,-2.0,g,a,None
12,184,た,,t,a,None
12,185,か,2.0,k,a,None
12,186,ら,2.0,r,a,None
12,187,な,-4.0,n,a,None
12,188,の,2.0,n,o,None
12,189,さ,2.0,s,a,None
12,190,し,-4.0,sh,i,None
12,191,ん,5.0,None,None,N
12,192,じ,2.0,j,i,None
12,193,て,-3.0,t,e,None
12,194,る,-2.0,r,u,None
12,198,て,,t,e,None
12,199,お,8.0,None,o,None
12,200,あ,-1.0,None,a,None
12,201,げ,0.0,g,e,None
12,202,た,-2.0,t,a,None
12,203,そ,2.0,s,o,None
12,204,の,1.0,n,o,None
12,205,み,2.0,m,i,None
12,206,ら,-5.0,r,a,None
12,206,い,,None,i,None
12,207,に,-1.0,n,i,None
12,210,あ,,None,a,None
12,211,た,2.0,t,a,None
12,212,ら,1.0,r,a,None
12,213,し,0.0,sh,i,None
12,214,い,0.0,None,i,None
12,215,せ,-1.0,s,e,None
12,216,か,1.0,k,a,None
12,217,い,0.0,None,i,None
12,218,が,-1.0,g,a,None
12,219,わ,1.0,w,a,None
12,220,な,-1.0,n,a,None
12,221,か,1.0,k,a,None
12,222,け,-1.0,k,e,None
12,223,ま,1.0,m,a,None
12,223,っ,,None,None,cl
12,224,て,0.0,t,e,None
12,225,る,-1.0,r,u,None
12,289,こ,,k,o,None
12,290,こ,7.0,k,o,None
12,291,に,-2.0,n,i,None
12,294,し,,sh,i,None
12,295,み,2.0,m,i,None
12,296,こ,1.0,k,o,None
12,297,ん,-1.0,None,None,N
12,298,だ,-2.0,d,a,None
12,299,ゆ,5.0,y,u,None
12,300,き,2.0,k,i,None
12,301,わ,-2.0,w,a,None
12,305,も,,m,o,None
12,306,が,7.0,g,a,None
12,306,い,,None,i,None
12,307,た,-2.0,t,a,None
12,309,じ,,j,i,None
12,310,か,0.0,k,a,None
12,310,ん,,None,None,N
12,311,と,2.0,t,o,None
12,312,き,1.0,k,i,None
12,313,み,-1.0,m,i,None
12,314,の,-2.0,n,o,None
12,315,こ,2.0,k,o,None
12,316,え,-2.0,None,e,None
12,317,で,-2.0,d,e,None
12,318,つ,2.0,ts,u,None
12,319,く,0.0,k,u,None
12,320,ら,0.0,r,a,None
12,321,れ,2.0,r,e,None
12,322,た,-4.0,t,a,None
12,322,ん,,None,None,N
12,323,だ,7.0,d,a,None
13,20,い,,None,i,None
13,21,や,0.0,y,a,None
13,22,ほ,0.0,h,o,None
13,23,ん,0.0,None,None,N
13,24,お,0.0,None,o,None
13,25,か,0.0,k,a,None
13,26,た,2.0,t,a,None
13,27,ほ,-2.0,h,o,None
13,28,お,2.0,None,o,None
13,29,だ,2.0,d,a,None
13,30,け,1.0,k,e,None
13,34,か,,k,a,None
13,35,し,1.0,sh,i,None
13,36,て,-1.0,t,e,None
13,37,あ,-4.0,None,a,None
13,38,げ,2.0,g,e,None
13,39,る,-2.0,r,u,None
13,40,よ,0.0,y,o,None
13,44,お,,None,o,None
13,45,な,2.0,n,a,None
13,46,じ,3.0,j,i,None
13,47,う,-5.0,None,u,None
13,48,た,7.0,t,a,None
13,49,お,-2.0,None,o,None
13,53,き,,k,i,None
13,54,き,2.0,k,i,None
13,55,な,0.0,n,a,None
13,56,が,0.0,g,a,None
13,57,ら,0.0,r,a,None
13,58,あ,0.0,None,a,None
13,59,る,3.0,r,u,None
13,60,い,2.0,None,i,None
13,61,て,2.0,t,e,None
13,62,い,-2.0,None,i,None
13,63,こ,0.0,k,o,None
13,66,つ,,ts,u,None
13,67,ら,0.0,r,a,None
13,67,い,,None,i,None
13,68,と,0.0,t,o,None
13,69,き,0.0,k,i,None
13,70,き,0.0,k,i,None
13,71,き,2.0,k,i,None
13,72,た,-2.0,t,a,None
13,73,く,2.0,k,u,None
13,74,な,2.0,n,a,None
13,75,る,1.0,r,u,None
13,79,お,,None,o,None
13,80,き,0.0,k,i,None
13,81,に,-1.0,n,i,None
13,83,の,2.0,n,o,None
13,84,う,-2.0,None,u,None
13,85,た,0.0,t,a,None
13,89,お,,None,o,None
13,90,な,0.0,n,a,None
13,91,じ,3.0,j,i,None
13,92,だ,-5.0,d,a,None
13,92,っ,,None,None,cl
13,94,た,,t,a,None
13,95,ら,-2.0,r,a,None
13,99,き,,k,i,None
13,100,せ,8.0,s,e,None
13,101,き,-1.0,k,i,None
13,102,と,-2.0,t,o,None
13,103,か,-5.0,k,a,None
13,104,し,2.0,sh,i,None
13,105,ん,1.0,None,None,N
13,106,じ,2.0,j,i,None
13,107,ちゃ,0.0,ch,a,None
13,108,う,2.0,None,u,None
13,109,ね,-4.0,n,e,None
13,113,そ,,s,o,None
13,114,れ,0.0,r,e,None
13,115,ぞ,2.0,z,o,None
13,116,れ,1.0,r,e,None
13,117,の,-3.0,n,o,None
13,118,ゆ,7.0,y,u,None
13,119,め,-2.0,m,e,None
13,120,が,0.0,g,a,None
13,124,ち,,ch,i,None
13,125,が,0.0,g,a,None
13,126,う,1.0,None,u,None
13,127,み,2.0,m,i,None
13,128,ち,-3.0,ch,i,None
13,129,お,6.0,None,o,None
13,130,さ,-1.0,s,a,None
13,131,し,-2.0,sh,i,None
13,132,て,2.0,t,e,None
13,133,も,-4.0,m,o,None
13,136,わ,,w,a,None
13,137,た,0.0,t,a,None
13,138,し,2.0,sh,i,None
13,139,た,1.0,t,a,None
13,140,ち,-1.0,ch,i,None
13,142,い,,None,i,None
13,142,っ,,None,None,cl
13,143,しょ,1.0,sh,o,None
13,144,だ,2.0,d,a,None
13,145,よ,2.0,y,o,None
13,149,ど,,d,o,None
13,150,ん,5.0,None,None,N
13,151,な,-1.0,n,a,None
13,152,と,1.0,t,o,None
13,153,き,2.0,k,i,None
13,154,も,-5.0,m,o,None
13,158,き,,k,i,None
13,159,み,-2.0,m,i,None
13,160,に,-1.0,n,i,None
13,163,ゆ,,y,u,None
13,164,め,0.0,m,e,None
13,165,の,0.0,n,o,None
13,166,め,0.0,m,e,None
13,167,ろ,0.0,r,o,None
13,168,でぃ,2.0,d,i,None
13,171,な,,n,a,None
13,172,り,0.0,r,i,None
13,173,ひ,7.0,h,i,None
13,174,び,0.0,b,i,None
13,175,く,2.0,k,u,None
13,176,よ,-9.0,y,o,None
13,178,き,,k,i,None
13,179,ず,-2.0,z,u,None
13,180,い,-2.0,None,i,None
13,181,た,-1.0,t,a,None
13,182,ら,1.0,r,a,None
13,183,む,2.0,m,u,None
13,184,い,7.0,None,i,None
13,185,し,-2.0,sh,i,None
13,186,き,2.0,k,i,None
13,187,に,-5.0,n,i,None
13,188,ま,0.0,m,a,None
13,189,た,1.0,t,a,None
13,190,く,0.0,k,u,None
13,191,ち,2.0,ch,i,None
13,192,ず,0.0,z,u,None
13,193,さ,-3.0,s,a,None
13,194,ん,-5.0,None,None,N
13,195,で,5.0,d,e,None
13,196,る,-2.0,r,u,None
13,202,こ,,k,o,None
13,203,の,0.0,n,o,None
13,204,う,0.0,None,u,None
13,205,た,-1.0,t,a,None
13,206,ご,1.0,g,o,None
13,207,え,2.0,None,e,None
13,210,と,,t,o,None
13,211,ど,0.0,d,o,None
13,212,け,7.0,k,e,None
13,213,た,0.0,t,a,None
13,214,い,2.0,None,i,None
13,215,よ,-9.0,y,o,None
13,217,せ,,s,e,None
13,218,か,-2.0,k,a,None
13,219,い,-2.0,None,i,None
13,220,じゅ,-1.0,j,u,None
13,221,が,3.0,g,a,None
13,222,こ,2.0,k,o,None
13,223,の,5.0,n,o,None
13,224,う,-2.0,None,u,None
13,225,た,2.0,t,a,None
13,226,お,-5.0,None,o,None
13,229,う,,None,u,None
13,230,た,1.0,t,a,None
13,231,い,-1.0,None,i,None
13,232,だ,-4.0,d,a,None
13,233,し,-3.0,sh,i,None
13,234,た,2.0,t,a,None
13,235,ら,1.0,r,a,None
13,236,す,2.0,s,u,None
13,237,て,0.0,t,e,None
13,238,き,-2.0,k,i,None
13,239,ね,0.0,n,e,None
13,243,せ,,s,e,None
13,244,か,1.0,k,a,None
13,245,い,-1.0,None,i,None
13,246,へ,-4.0,None,e,None
13,247,い,-3.0,None,i,None
13,248,わ,2.0,w,a,None
13,249,も,1.0,m,o,None
13,250,ゆ,2.0,y,u,None
13,251,め,0.0,m,e,None
13,252,じゃ,-2.0,j,a,None
13,253,な,0.0,n,a,None
13,253,い,,None,i,None
13,312,む,,m,u,None
13,313,ね,4.0,n,e,None
13,314,の,1.0,n,o,None
13,315,お,-5.0,None,o,None
13,316,く,4.0,k,u,None
13,317,に,1.0,n,i,None
13,318,ひ,2.0,h,i,None
13,319,び,2.0,b,i,None
13,320,く,-4.0,k,u,None
13,322,ゆ,,y,u,None
13,323,め,2.0,m,e,None
13,324,お,2.0,None,o,None
13,325,お,-4.0,None,o,None
13,326,い,0.0,None,i,None
13,327,も,-1.0,m,o,None
13,328,と,-2.0,t,o,None
13,329,め,-2.0,m,e,None
13,330,る,-2.0,r,u,None
13,332,せ,,s,e,None
13,333,ん,2.0,None,None,N
13,334,り,1.0,r,i,None
13,335,つ,2.0,ts,u,None
13,336,ず,2.0,z,u,None
13,336,っ,,None,None,cl
13,338,と,,t,o,None
13,340,き,,k,i,None
13,340,っ,,None,None,cl
13,342,と,,t,o,None
14,8,く,,k,u,None
14,9,る,0.0,r,u,None
14,10,く,-2.0,k,u,None
14,11,る,-2.0,r,u,None
14,12,ま,4.0,m,a,None
14,13,わ,-2.0,w,a,None
14,14,り,2.0,r,i,None
14,15,だ,-2.0,d,a,None
14,16,し,2.0,sh,i,None
14,17,た,-2.0,t,a,None
14,19,か,,k,a,None
14,20,ら,0.0,r,a,None
14,21,ふ,-1.0,f,u,None
14,22,る,-2.0,r,u,None
14,23,な,3.0,n,a,None
14,25,む,1.0,m,u,None
14,26,ご,-1.0,g,o,None
14,27,ら,1.0,r,a,None
14,28,ん,-1.0,None,None,N
14,30,す,,s,u,None
14,31,て,0.0,t,e,None
14,32,き,-1.0,k,i,None
14,33,な,-2.0,n,a,None
14,35,ば,0.0,b,a,None
14,36,の,7.0,n,o,None
14,37,う,-2.0,None,u,None
14,37,え,,None,e,None
14,38,に,-2.0,n,i,None
14,39,き,-5.0,k,i,None
14,40,み,-1.0,m,i,None
14,41,の,1.0,n,o,None
14,42,ゆ,2.0,y,u,None
14,43,め,0.0,m,e,None
14,44,が,5.0,g,a,None
14,45,ま,-2.0,m,a,None
14,46,あ,0.0,None,a,None
14,46,っ,,None,None,cl
14,47,て,2.0,t,e,None
14,48,る,-3.0,r,u,None
14,50,お,,None,o,None
14,51,も,0.0,m,o,None
14,52,い,-2.0,None,i,None
14,53,き,-2.0,k,i,None
14,53,っ,,None,None,cl
14,54,て,4.0,t,e,None
14,55,と,-2.0,t,o,None
14,56,び,2.0,b,i,None
14,57,の,-2.0,n,o,None
14,58,れ,2.0,r,e,None
14,59,ば,-2.0,b,a,None
14,61,な,,n,a,None
14,62,か,0.0,k,a,None
14,63,ま,-1.0,m,a,None
14,64,が,-2.0,g,a,None
14,65,ひ,3.0,h,i,None
14,66,と,-1.0,t,o,None
14,67,り,1.0,r,i,None
14,68,ふ,-1.0,f,u,None
14,69,た,1.0,t,a,None
14,70,り,-1.0,r,i,None
14,72,み,,m,i,None
14,73,ら,0.0,r,a,None
14,74,い,-1.0,None,i,None
14,75,い,-2.0,None,i,None
14,76,き,3.0,k,i,None
14,77,の,0.0,n,o,None
14,78,ち,-1.0,ch,i,None
14,79,け,0.0,k,e,None
14,80,っ,-2.0,None,None,cl
14,81,と,-2.0,t,o,None
14,82,こ,-5.0,k,o,None
14,83,こ,-1.0,k,o,None
14,84,ろ,1.0,r,o,None
14,85,か,2.0,k,a,None
14,86,ら,5.0,r,a,None
14,87,と,-2.0,t,o,None
14,88,り,-1.0,r,i,None
14,89,だ,3.0,d,a,None
14,90,そ,-2.0,s,o,None
14,90,う,,None,u,None
14,92,だ,,d,a,None
14,93,れ,2.0,r,e,None
14,94,だ,2.0,d,a,None
14,95,っ,-3.0,None,None,cl
14,96,て,-4.0,t,e,None
14,97,さ,7.0,s,a,None
14,98,い,0.0,None,i,None
14,99,しょ,1.0,sh,o,None
14,100,わ,0.0,w,a,None
14,102,ちょ,,ch,o,None
14,103,っ,-3.0,None,None,cl
14,104,と,-4.0,t,o,None
14,105,ま,7.0,m,a,None
14,106,よ,0.0,y,o,None
14,107,っ,2.0,None,None,cl
14,108,て,0.0,t,e,None
14,110,ど,,d,o,None
14,111,き,-3.0,k,i,None
14,112,ど,-4.0,d,o,None
14,113,き,7.0,k,i,None
14,114,し,2.0,sh,i,None
14,115,な,-3.0,n,a,None
14,116,が,-4.0,g,a,None
14,117,ら,7.0,r,a,None
14,118,は,-2.0,w,a,None
14,119,し,0.0,sh,i,None
14,120,り,-1.0,r,i,None
14,121,だ,1.0,d,a,None
14,122,す,2.0,s,u,None
14,122,ん,,None,None,N
14,123,だ,-3.0,d,a,None
14,126,ゆ,,y,u,None
14,127,め,3.0,m,e,None
14,128,み,2.0,m,i,None
14,129,た,2.0,t,a,None
14,129,い,,None,i,None
14,131,ほ,,h,o,None
14,132,ら,7.0,r,a,None
14,134,み,,m,i,None
14,135,つ,2.0,ts,u,None
14,136,け,5.0,k,e,None
14,137,て,-5.0,t,e,None
14,138,ゆ,-7.0,y,u,None
14,139,め,4.0,m,e,None
14,140,じゃ,1.0,j,a,None
14,141,な,2.0,n,a,None
14,141,い,,None,i,None
14,143,き,,k,i,None
14,144,み,7.0,m,i,None
14,146,の,,n,o,None
14,147,わ,1.0,w,a,None
14,147,ん,,None,None,N
14,148,だ,7.0,d,a,None
14,149,ら,-7.0,r,a,None
14,149,ん,,None,None,N
14,150,ゆ,-3.0,y,u,None
14,151,う,0.0,None,u,None
14,152,き,2.0,k,i,None
14,153,が,1.0,g,a,None
14,156,え,,None,e,None
14,157,が,0.0,g,a,None
14,158,い,1.0,None,i,None
14,159,た,2.0,t,a,None
14,162,い,,None,i,None
14,163,つ,1.0,ts,u,None
14,164,も,2.0,m,o,None
14,165,と,2.0,t,o,None
14,166,ち,-2.0,ch,i,None
14,167,が,2.0,g,a,None
14,167,う,,None,u,None
14,168,せ,0.0,s,e,None
14,169,か,1.0,k,a,None
14,170,い,-1.0,None,i,None
14,172,い,,None,i,None
14,173,こ,3.0,k,o,None
14,174,う,2.0,None,u,None
14,175,よ,2.0,y,o,None
14,177,さ,,s,a,None
14,178,あ,7.0,None,a,None
14,180,い,,None,i,None
14,181,い,2.0,None,i,None
14,182,しょ,5.0,sh,o,None
14,183,に,-5.0,n,i,None
14,184,ゆ,-7.0,y,u,None
14,185,め,4.0,m,e,None
14,186,の,1.0,n,o,None
14,187,と,2.0,t,o,None
14,189,び,,b,i,None
14,190,ら,7.0,r,a,None
14,192,ひ,,h,i,None
14,193,ら,1.0,r,a,None
14,194,い,4.0,None,i,None
14,195,て,-4.0,t,e,None
14,196,す,0.0,s,u,None
14,197,べ,2.0,b,e,None
14,198,て,2.0,t,e,None
14,199,の,-4.0,n,o,None
14,200,こ,-3.0,k,o,None
14,201,と,-4.0,t,o,None
14,202,が,2.0,g,a,None
14,203,ほ,7.0,h,o,None
14,204,ら,0.0,r,a,None
14,205,き,-2.0,k,i,None
14,206,ら,2.0,r,a,None
14,207,き,2.0,k,i,None
14,208,ら,-2.0,r,a,None
14,209,か,2.0,k,a,None
14,210,が,1.0,g,a,None
14,211,や,-1.0,y,a,None
14,212,く,-2.0,k,u,None
14,213,よ,-2.0,y,o,None
14,245,む,,m,u,None
14,246,じゃ,-3.0,j,a,None
14,247,き,3.0,k,i,None
14,248,な,0.0,n,a,None
14,249,ゆ,0.0,y,u,None
14,250,め,0.0,m,e,None
14,251,も,0.0,m,o,None
14,253,か,,k,a,None
14,254,な,-3.0,n,a,None
14,255,え,3.0,None,e,None
14,256,て,0.0,t,e,None
15,12,お,,None,o,None
15,13,しゃ,0.0,sh,a,None
15,14,れ,0.0,r,e,None
15,15,な,0.0,n,a,None
15,16,あ,-2.0,None,a,None
15,17,の,-1.0,n,o,None
15,18,こ,1.0,k,o,None
15,19,ま,0.0,m,a,None
15,20,ね,2.0,n,e,None
15,21,す,5.0,s,u,None
15,22,る,-1.0,r,u,None
15,23,よ,1.0,y,o,None
15,24,り,-5.0,r,i,None
15,28,じ,,j,i,None
15,29,ぶ,2.0,b,u,None
15,30,ん,1.0,None,None,N
15,31,ら,-5.0,r,a,None
15,32,し,5.0,sh,i,None
