song,lyric,pitch,relative_pitch,consonant,vowel,special
13,う,60,-5.0,None,u,None
13,た,60,-5.0,t,a,None
13,お,62,-3.0,None,o,None
13,な,62,-3.0,n,a,None
13,じ,65,0.0,j,i,None
13,だ,60,-5.0,d,a,None
13,っ,60,-5.0,d,a,None
13,た,67,2.0,t,a,None
13,ら,65,0.0,r,a,None
13,き,62,-3.0,k,i,None
13,せ,70,5.0,s,e,None
13,き,69,4.0,k,i,None
13,と,67,2.0,t,o,None
13,か,62,-3.0,k,a,None
13,し,64,-1.0,sh,i,None
13,ん,65,0.0,None,None,N
13,じ,67,2.0,j,i,None
13,ちゃ,67,2.0,ch,a,None
13,う,69,4.0,None,u,None
13,ね,65,0.0,n,e,None
13,そ,62,-3.0,s,o,None
13,れ,62,-3.0,r,e,None
13,ぞ,64,-1.0,z,o,None
13,れ,65,0.0,r,e,None
13,の,62,-3.0,n,o,None
13,ゆ,69,4.0,y,u,None
13,め,67,2.0,m,e,None
13,が,67,2.0,g,a,None
13,ち,64,-1.0,ch,i,None
13,が,64,-1.0,g,a,None
13,う,65,0.0,None,u,None
13,み,67,2.0,m,i,None
13,ち,64,-1.0,ch,i,None
13,お,70,5.0,None,o,None
13,さ,69,4.0,s,a,None
13,し,67,2.0,sh,i,None
13,て,69,4.0,t,e,None
13,も,65,0.0,m,o,None
13,わ,62,-3.0,w,a,None
13,た,62,-3.0,t,a,None
13,し,64,-1.0,sh,i,None
13,た,65,0.0,t,a,None
13,ち,64,-1.0,ch,i,None
13,い,64,-1.0,None,i,None
13,っ,64,-1.0,None,i,None
13,しょ,65,0.0,sh,o,None
13,だ,67,2.0,d,a,None
13,よ,69,4.0,y,o,None
13,ど,65,0.0,d,o,None
13,ん,70,5.0,None,None,N
13,な,69,4.0,n,a,None
13,と,70,5.0,t,o,None
13,き,72,7.0,k,i,None
13,も,67,2.0,m,o,None
13,き,71,6.0,k,i,None
13,み,69,4.0,m,i,None
13,に,68,3.0,n,i,None
13,ゆ,64,-1.0,y,u,None
13,め,64,-1.0,m,e,None
13,の,64,-1.0,n,o,None
13,め,64,-1.0,m,e,None
13,ろ,64,-1.0,r,o,None
13,でぃ,66,1.0,d,i,None
13,な,64,-1.0,n,a,None
13,り,64,-1.0,r,i,None
13,ひ,71,6.0,h,i,None
13,び,71,6.0,b,i,None
13,く,73,8.0,k,u,None
13,よ,64,-1.0,y,o,None
13,き,68,3.0,k,i,None
13,ず,66,1.0,z,u,None
13,い,64,-1.0,None,i,None
13,た,63,-2.0,t,a,None
13,ら,64,-1.0,r,a,None
13,む,66,1.0,m,u,None
13,い,73,8.0,None,i,None
13,し,71,6.0,sh,i,None
13,き,73,8.0,k,i,None
13,に,68,3.0,n,i,None
13,ま,68,3.0,m,a,None
13,た,69,4.0,t,a,None
13,く,69,4.0,k,u,None
13,ち,71,6.0,ch,i,None
13,ず,71,6.0,z,u,None
13,さ,68,3.0,s,a,None
13,ん,63,-2.0,None,None,N
13,で,68,3.0,d,e,None
13,る,66,1.0,r,u,None
13,こ,64,-1.0,k,o,None
13,の,64,-1.0,n,o,None
13,う,64,-1.0,None,u,None
13,た,63,-2.0,t,a,None
13,ご,64,-1.0,g,o,None
13,え,66,1.0,None,e,None
13,と,64,-1.0,t,o,None
13,ど,64,-1.0,d,o,None
13,け,71,6.0,k,e,None
13,た,71,6.0,t,a,None
13,い,73,8.0,None,i,None
13,よ,64,-1.0,y,o,None
13,せ,68,3.0,s,e,None
13,か,66,1.0,k,a,None
13,い,64,-1.0,None,i,None
13,じゅ,63,-2.0,j,u,None
13,が,66,1.0,g,a,None
13,こ,68,3.0,k,o,None
13,の,73,8.0,n,o,None
13,う,71,6.0,None,u,None
13,た,73,8.0,t,a,None
13,お,68,3.0,None,o,None
13,う,68,3.0,None,u,None
13,た,69,4.0,t,a,None
13,い,68,3.0,None,i,None
13,だ,64,-1.0,d,a,None
13,し,61,-4.0,sh,i,None
13,た,63,-2.0,t,a,None
13,ら,64,-1.0,r,a,None
13,す,66,1.0,s,u,None
13,て,66,1.0,t,e,None
13,き,64,-1.0,k,i,None
13,ね,64,-1.0,n,e,None
13,せ,68,3.0,s,e,None
13,か,69,4.0,k,a,None
13,い,68,3.0,None,i,None
13,へ,64,-1.0,None,e,None
13,い,61,-4.0,None,i,None
13,わ,63,-2.0,w,a,None
13,も,64,-1.0,m,o,None
13,ゆ,66,1.0,y,u,None
13,め,66,1.0,m,e,None
13,じゃ,64,-1.0,j,a,None
13,な,64,-1.0,n,a,None
13,い,64,-1.0,n,a,None
13,む,62,-3.0,m,u,None
13,ね,66,1.0,n,e,None
13,の,67,2.0,n,o,None
13,お,62,-3.0,None,o,None
13,く,66,1.0,k,u,None
13,に,67,2.0,n,i,None
13,ひ,69,4.0,h,i,None
13,び,71,6.0,b,i,None
13,く,67,2.0,k,u,None
13,ゆ,67,2.0,y,u,None
13,め,69,4.0,m,e,None
13,お,71,6.0,None,o,None
13,お,67,2.0,None,o,None
13,い,67,2.0,None,i,None
13,も,66,1.0,m,o,None
13,と,64,-1.0,t,o,None
13,め,62,-3.0,m,e,None
13,る,60,-5.0,r,u,None
13,せ,64,-1.0,s,e,None
13,ん,66,1.0,None,None,N
13,り,67,2.0,r,i,None
13,つ,69,4.0,ts,u,None
13,ず,71,6.0,z,u,None
13,っ,71,6.0,z,u,None
13,と,67,2.0,t,o,None
13,き,72,7.0,k,i,None
13,っ,72,7.0,k,i,None
13,と,71,6.0,t,o,None
14,く,69,2.0,k,u,None
14,る,69,2.0,r,u,None
14,く,67,0.0,k,u,None
14,る,65,-2.0,r,u,None
14,ま,69,2.0,m,a,None
14,わ,67,0.0,w,a,None
14,り,69,2.0,r,i,None
14,だ,67,0.0,d,a,None
14,し,69,2.0,sh,i,None
14,た,67,0.0,t,a,None
14,か,65,-2.0,k,a,None
14,ら,65,-2.0,r,a,None
14,ふ,64,-3.0,f,u,None
14,る,62,-5.0,r,u,None
14,な,65,-2.0,n,a,None
14,む,65,-2.0,m,u,None
14,ご,64,-3.0,g,o,None
14,ら,65,-2.0,r,a,None
14,ん,64,-3.0,None,None,N
14,す,70,3.0,s,u,None
14,て,70,3.0,t,e,None
14,き,69,2.0,k,i,None
14,な,67,0.0,n,a,None
14,ば,62,-5.0,b,a,None
14,の,69,2.0,n,o,None
14,う,67,0.0,None,u,None
14,え,67,0.0,None,u,None
14,に,65,-2.0,n,i,None
14,き,60,-7.0,k,i,None
14,み,59,-8.0,m,i,None
14,の,60,-7.0,n,o,None
14,ゆ,62,-5.0,y,u,None
14,め,62,-5.0,m,e,None
14,が,67,0.0,g,a,None
14,ま,65,-2.0,m,a,None
14,あ,65,-2.0,None,a,None
14,っ,65,-2.0,None,a,None
14,て,67,0.0,t,e,None
14,る,64,-3.0,r,u,None
14,お,69,2.0,None,o,None
14,も,69,2.0,m,o,None
14,い,67,0.0,None,i,None
14,き,65,-2.0,k,i,None
14,っ,65,-2.0,k,i,None
14,て,69,2.0,t,e,None
14,と,67,0.0,t,o,None
14,び,69,2.0,b,i,None
14,の,67,0.0,n,o,None
14,れ,69,2.0,r,e,None
14,ば,67,0.0,b,a,None
14,な,65,-2.0,n,a,None
14,か,65,-2.0,k,a,None
14,ま,64,-3.0,m,a,None
14,が,62,-5.0,g,a,None
14,ひ,65,-2.0,h,i,None
14,と,64,-3.0,t,o,None
14,り,65,-2.0,r,i,None
14,ふ,64,-3.0,f,u,None
14,た,65,-2.0,t,a,None
14,り,64,-3.0,r,i,None
14,み,70,3.0,m,i,None
14,ら,70,3.0,r,a,None
14,い,69,2.0,None,i,None
14,い,67,0.0,None,i,None
14,き,70,3.0,k,i,None
14,の,70,3.0,n,o,None
14,ち,69,2.0,ch,i,None
14,け,69,2.0,k,e,None
14,っ,67,0.0,None,None,cl
14,と,65,-2.0,t,o,None
14,こ,60,-7.0,k,o,None
14,こ,59,-8.0,k,o,None
14,ろ,60,-7.0,r,o,None
14,か,62,-5.0,k,a,None
14,ら,67,0.0,r,a,None
14,と,65,-2.0,t,o,None
14,り,64,-3.0,r,i,None
14,だ,67,0.0,d,a,None
14,そ,65,-2.0,s,o,None
14,う,65,-2.0,s,o,None
14,だ,65,-2.0,d,a,None
14,れ,67,0.0,r,e,None
14,だ,69,2.0,d,a,None
14,っ,66,-1.0,None,None,cl
14,て,62,-5.0,t,e,None
14,さ,69,2.0,s,a,None
14,い,69,2.0,None,i,None
14,しょ,70,3.0,sh,o,None
14,わ,70,3.0,w,a,None
14,ちょ,67,0.0,ch,o,None
14,っ,64,-3.0,None,None,cl
14,と,60,-7.0,t,o,None
14,ま,67,0.0,m,a,None
14,よ,67,0.0,y,o,None
14,っ,69,2.0,None,None,cl
14,て,69,2.0,t,e,None
14,ど,65,-2.0,d,o,None
14,き,62,-5.0,k,i,None
14,ど,58,-9.0,d,o,None
14,き,65,-2.0,k,i,None
14,し,67,0.0,sh,i,None
14,な,64,-3.0,n,a,None
14,が,60,-7.0,g,a,None
14,ら,67,0.0,r,a,None
14,は,65,-2.0,w,a,None
14,し,65,-2.0,sh,i,None
14,り,64,-3.0,r,i,None
14,だ,65,-2.0,d,a,None
14,す,67,0.0,s,u,None
14,ん,67,0.0,s,u,None
14,だ,64,-3.0,d,a,None
14,ゆ,64,-3.0,y,u,None
14,め,67,0.0,m,e,None
14,み,69,2.0,m,i,None
14,た,71,4.0,t,a,None
14,い,71,4.0,t,a,None
14,ほ,64,-3.0,h,o,None
14,ら,71,4.0,r,a,None
14,み,67,0.0,m,i,None
14,つ,69,2.0,ts,u,None
14,け,74,7.0,k,e,None
14,て,69,2.0,t,e,None
14,ゆ,62,-5.0,y,u,None
14,め,66,-1.0,m,e,None
14,じゃ,67,0.0,j,a,None
14,な,69,2.0,n,a,None
14,い,69,2.0,n,a,None
14,き,62,-5.0,k,i,None
14,み,69,2.0,m,i,None
14,の,66,-1.0,n,o,None
14,わ,67,0.0,w,a,None
14,ん,67,0.0,w,a,None
14,だ,74,7.0,d,a,None
14,ら,67,0.0,r,a,None
14,ん,67,0.0,r,a,None
14,ゆ,64,-3.0,y,u,None
14,う,64,-3.0,None,u,None
14,き,66,-1.0,k,i,None
14,が,67,0.0,g,a,None
14,え,66,-1.0,None,e,None
14,が,66,-1.0,g,a,None
14,い,67,0.0,None,i,None
14,た,69,2.0,t,a,None
14,い,66,-1.0,None,i,None
14,つ,67,0.0,ts,u,None
14,も,69,2.0,m,o,None
14,と,71,4.0,t,o,None
14,ち,69,2.0,ch,i,None
14,が,71,4.0,g,a,None
14,う,71,4.0,g,a,None
14,せ,71,4.0,s,e,None
14,か,72,5.0,k,a,None
14,い,71,4.0,None,i,None
14,い,64,-3.0,None,i,None
14,こ,67,0.0,k,o,None
14,う,69,2.0,None,u,None
14,よ,71,4.0,y,o,None
14,さ,64,-3.0,s,a,None
14,あ,71,4.0,None,a,None
14,い,67,0.0,None,i,None
14,い,69,2.0,None,i,None
14,しょ,74,7.0,sh,o,None
14,に,69,2.0,n,i,None
14,ゆ,62,-5.0,y,u,None
14,め,66,-1.0,m,e,None
14,の,67,0.0,n,o,None
14,と,69,2.0,t,o,None
14,び,62,-5.0,b,i,None
14,ら,69,2.0,r,a,None
14,ひ,66,-1.0,h,i,None
14,ら,67,0.0,r,a,None
14,い,71,4.0,None,i,None
14,て,67,0.0,t,e,None
14,す,67,0.0,s,u,None
14,べ,69,2.0,b,e,None
14,て,71,4.0,t,e,None
14,の,67,0.0,n,o,None
14,こ,64,-3.0,k,o,None
14,と,60,-7.0,t,o,None
14,が,62,-5.0,g,a,None
14,ほ,69,2.0,h,o,None
14,ら,69,2.0,r,a,None
14,き,67,0.0,k,i,None
14,ら,69,2.0,r,a,None
14,き,71,4.0,k,i,None
14,ら,69,2.0,r,a,None
14,か,71,4.0,k,a,None
14,が,72,5.0,g,a,None
14,や,71,4.0,y,a,None
14,く,69,2.0,k,u,None
14,よ,67,0.0,y,o,None
14,む,67,0.0,m,u,None
14,じゃ,64,-3.0,j,a,None
14,き,67,0.0,k,i,None
14,な,67,0.0,n,a,None
14,ゆ,67,0.0,y,u,None
14,め,67,0.0,m,e,None
14,も,67,0.0,m,o,None
14,か,70,3.0,k,a,None
14,な,67,0.0,n,a,None
14,え,70,3.0,None,e,None
14,て,70,3.0,t,e,None
15,お,62,-3.0,None,o,None
15,しゃ,62,-3.0,sh,a,None
15,れ,62,-3.0,r,e,None
15,な,62,-3.0,n,a,None
15,あ,60,-5.0,None,a,None
15,の,59,-6.0,n,o,None
15,こ,60,-5.0,k,o,None
15,ま,60,-5.0,m,a,None
15,ね,62,-3.0,n,e,None
15,す,67,2.0,s,u,None
15,る,66,1.0,r,u,None
15,よ,67,2.0,y,o,None
15,り,62,-3.0,r,i,None
15,じ,64,-1.0,j,i,None
15,ぶ,66,1.0,b,u,None
15,ん,67,2.0,None,None,N
15,ら,62,-3.0,r,a,None
15,し,67,2.0,sh,i,None
15,さ,66,1.0,s,a,None
15,が,67,2.0,g,a,None
15,い,67,2.0,None,i,None
15,ち,69,4.0,ch,i,None
15,ば,64,-1.0,b,a,None
15,ん,64,-1.0,None,None,N
15,で,67,2.0,d,e,None
15,しょ,66,1.0,sh,o,None
15,は,62,-3.0,w,a,None
15,あ,62,-3.0,None,a,None
15,と,62,-3.0,t,o,None
15,の,62,-3.0,n,o,None
15,か,60,-5.0,k,a,None
15,が,59,-6.0,g,a,None
15,や,60,-5.0,y,a,None
15,き,60,-5.0,k,i,None
15,か,62,-3.0,k,a,None
15,ん,62,-3.0,k,a,None
15,じ,67,2.0,j,i,None
15,た,66,1.0,t,a,None
15,な,67,2.0,n,a,None
15,ら,62,-3.0,r,a,None
15,り,64,-1.0,r,i,None
15,そ,66,1.0,s,o,None
15,お,67,2.0,None,o,None
15,さ,62,-3.0,s,a,None
15,が,67,2.0,g,a,None
15,し,66,1.0,sh,i,None
15,に,67,2.0,n,i,None
15,で,67,2.0,d,e,None
15,か,69,4.0,k,a,None
15,け,64,-1.0,k,e,None
15,よ,64,-1.0,y,o,None
15,お,67,2.0,None,o,None
15,よ,66,1.0,y,o,None
15,ふ,62,-3.0,f,u,None
15,え,60,-5.0,None,e,None
15,て,59,-6.0,t,e,None
15,い,60,-5.0,None,i,None
15,く,62,-3.0,k,u,None
15,お,62,-3.0,None,o,None
15,も,67,2.0,m,o,None
15,い,66,1.0,None,i,None
15,で,64,-1.0,d,e,None
15,ぜ,62,-3.0,z,e,None
15,ん,60,-5.0,None,None,N
15,ぶ,59,-6.0,b,u,None
15,ぱ,60,-5.0,p,a,None
15,き,62,-3.0,k,i,None
15,ん,64,-1.0,None,None,N
15,と,60,-5.0,t,o,None
15,は,62,-3.0,w,a,None
15,ん,64,-1.0,None,None,N
15,ぶ,64,-1.0,b,u,None
15,ん,62,-3.0,None,None,N
15,こ,67,2.0,k,o,None
15,で,67,2.0,d,e,None
15,と,66,1.0,t,o,None
15,も,67,2.0,m,o,None
15,だ,63,-2.0,d,a,None
15,ち,63,-2.0,ch,i,None
15,こ,63,-2.0,k,o,None
15,ん,65,0.0,None,None,N
15,ぷ,67,2.0,p,u,None
15,り,66,1.0,r,i,None
15,と,67,2.0,t,o,None
15,し,69,4.0,sh,i,None
15,よ,69,4.0,y,o,None
15,め,63,-2.0,m,e,None
15,い,63,-2.0,m,e,None
15,き,66,1.0,k,i,None
15,っ,66,1.0,k,i,None
15,ど,71,6.0,d,o,None
15,き,71,6.0,k,i,None
15,ど,71,6.0,d,o,None
15,き,64,-1.0,k,i,None
15,す,63,-2.0,s,u,None
15,る,64,-1.0,r,u,None
15,と,66,1.0,t,o,None
15,き,68,3.0,k,i,None
15,む,71,6.0,m,u,None
15,て,71,6.0,t,e,None
15,き,71,6.0,k,i,None
15,で,73,8.0,d,e,None
15,しょ,71,6.0,sh,o,None
15,め,63,-2.0,m,e,None
15,い,63,-2.0,m,e,None
15,か,66,1.0,k,a,None
15,っ,66,1.0,k,a,None
15,き,71,6.0,k,i,None
15,ら,71,6.0,r,a,None
15,き,71,6.0,k,i,None
15,ら,64,-1.0,r,a,None
15,み,63,-2.0,m,i,None
15,ら,64,-1.0,r,a,None
15,い,66,1.0,None,i,None
15,で,68,3.0,d,e,None
15,き,71,6.0,k,i,None
15,ま,71,6.0,m,a,None
15,り,71,6.0,r,i,None
15,で,73,8.0,d,e,None
15,しょ,71,6.0,sh,o,None
15,ゆ,66,1.0,y,u,None
15,め,68,3.0,m,e,None
15,わ,66,1.0,w,a,None
15,も,64,-1.0,m,o,None
15,お,64,-1.0,None,o,None
15,ゆ,66,1.0,y,u,None
15,め,68,3.0,m,e,None
15,じゃ,66,1.0,j,a,None
15,な,64,-1.0,n,a,None
15,い,64,-1.0,None,i,None
15,だ,64,-1.0,d,a,None
15,れ,63,-2.0,r,e,None
15,だ,61,-4.0,d,a,None
15,っ,61,-4.0,d,a,None
15,て,63,-2.0,t,e,None
15,か,64,-1.0,k,a,None
15,な,71,6.0,n,a,None
15,え,71,6.0,None,e,None
15,ら,69,4.0,r,a,None
15,れ,68,3.0,r,e,None
15,る,66,1.0,r,u,None
15,れ,63,-2.0,r,e,None
15,でぃ,64,-1.0,d,i,None
15,れ,63,-2.0,r,e,None
15,でぃ,64,-1.0,d,i,None
15,とぅ,63,-2.0,t,u,None
15,ご,64,-1.0,g,o,None
15,ぱ,63,-2.0,p,a,None
15,ら,64,-1.0,r,a,None
15,あ,64,-1.0,None,a,None
15,こ,63,-2.0,k,o,None
15,が,64,-1.0,g,a,None
15,れ,66,1.0,r,e,None
15,わ,64,-1.0,w,a,None
15,き,59,-6.0,k,i,None
15,っ,59,-6.0,k,i,None
15,と,59,-6.0,t,o,None
15,あ,64,-1.0,None,a,None
15,す,63,-2.0,s,u,None
15,の,64,-1.0,n,o,None
15,み,66,1.0,m,i,None
15,ち,71,6.0,ch,i,None
15,し,69,4.0,sh,i,None
15,る,68,3.0,r,u,None
15,べ,64,-1.0,b,e,None
15,り,64,-1.0,r,i,None
15,そ,64,-1.0,s,o,None
15,お,66,1.0,None,o,None
15,の,68,3.0,n,o,None
15,じ,66,1.0,j,i,None
15,ぶ,69,4.0,b,u,None
15,ん,68,3.0,None,None,N
15,が,64,-1.0,g,a,None
15,そ,66,1.0,s,o,None
15,こ,68,3.0,k,o,None
15,で,68,3.0,d,e,None
15,ま,61,-4.0,m,a,None
15,あ,69,4.0,None,a,None
15,て,71,6.0,t,e,None
15,る,68,3.0,r,u,None
15,た,64,-1.0,t,a,None
15,め,63,-2.0,m,e,None
15,ら,64,-1.0,r,a,None
15,わ,71,6.0,w,a,None
15,ず,71,6.0,z,u,None
15,ま,69,4.0,m,a,None
15,え,68,3.0,None,e,None
15,に,69,4.0,n,i,None
15,ふ,71,6.0,f,u,None
15,み,68,3.0,m,i,None
15,だ,66,1.0,d,a,None
15,そ,64,-1.0,s,o,None
15,お,64,-1.0,None,o,None
15,な,64,-1.0,n,a,None
15,が,63,-2.0,g,a,None
15,す,61,-4.0,s,u,None
15,あ,59,-6.0,None,a,None
15,せ,64,-1.0,s,e,None
15,も,64,-1.0,m,o,None
15,な,64,-1.0,n,a,None
15,み,66,1.0,m,i,None
15,だ,64,-1.0,d,a,None
15,も,68,3.0,m,o,None
15,み,66,1.0,m,i,None
15,な,66,1.0,n,a,None
15,き,64,-1.0,k,i,None
15,ら,68,3.0,r,a,None
15,め,66,1.0,m,e,None
15,き,68,3.0,k,i,None
15,に,70,5.0,n,i,None
15,か,68,3.0,k,a,None
15,わ,70,5.0,w,a,None
15,る,71,6.0,r,u,None
16,な,74,7.0,n,a,None
16,か,71,4.0,k,a,None
16,お,69,2.0,None,o,None
16,ゆ,69,2.0,y,u,None
16,め,69,2.0,m,e,None
16,に,69,2.0,n,i,None
16,む,69,2.0,m,u,None
16,か,69,2.0,k,a,None
16,っ,71,4.0,None,None,cl
16,て,69,2.0,t,e,None
16,と,67,0.0,t,o,None
16,ぼ,66,-1.0,b,o,None
16,お,67,0.0,None,o,None
16,ど,64,-3.0,d,o,None
16,ん,66,-1.0,None,None,N
16,な,67,0.0,n,a,None
16,あ,66,-1.0,None,a,None
16,め,67,0.0,m,e,None
16,や,69,2.0,y,a,None
16,あ,66,-1.0,None,a,None
16,ら,67,0.0,r,a,None
16,し,69,2.0,sh,i,None
16,に,62,-5.0,n,i,None
16,も,62,-5.0,m,o,None
16,お,74,7.0,None,o,None
16,れ,72,5.0,r,e,None
16,や,71,4.0,y,a,None
16,し,71,4.0,sh,i,None
16,な,72,5.0,n,a,None
16,い,72,5.0,None,i,None
16,つ,71,4.0,ts,u,None
16,ば,71,4.0,b,a,None
16,さ,69,2.0,s,a,None
16,お,72,5.0,None,o,None
16,ひ,71,4.0,h,i,None
16,ろ,69,2.0,r,o,None
16,げ,72,5.0,g,e,None
16,て,71,4.0,t,e,None
16,ぽ,59,-8.0,p,o,None
16,ろ,61,-6.0,r,o,None
16,ぽ,59,-8.0,p,o,None
16,ろ,61,-6.0,r,o,None
16,な,59,-8.0,n,a,None
16,け,61,-6.0,k,e,None
16,ちゃ,59,-8.0,ch,a,None
16,う,61,-6.0,None,u,None
16,の,63,-4.0,n,o,None
16,わ,64,-3.0,w,a,None
16,ほ,64,-3.0,h,o,None
16,ん,64,-3.0,None,None,N
16,と,63,-4.0,t,o,None
16,お,61,-6.0,None,o,None
16,の,59,-8.0,n,o,None
16,こ,59,-8.0,k,o,None
16,こ,61,-6.0,k,o,None
16,ろ,59,-8.0,r,o,None
16,と,61,-6.0,t,o,None
16,む,59,-8.0,m,u,None
16,き,61,-6.0,k,i,None
16,あ,59,-8.0,None,a,None
16,あ,61,-6.0,None,a,None
16,っ,61,-6.0,None,a,None
16,て,66,-1.0,t,e,None
16,る,68,1.0,r,u,None
16,しょ,68,1.0,sh,o,None
16,お,68,1.0,None,o,None
16,こ,69,2.0,k,o,None
16,な,68,1.0,n,a,None
16,ん,68,1.0,n,a,None
16,だ,66,-1.0,d,a,None
16,か,59,-8.0,k,a,None
16,が,61,-6.0,g,a,None
16,み,59,-8.0,m,i,None
16,の,61,-6.0,n,o,None
16,な,59,-8.0,n,a,None
16,か,61,-6.0,k,a,None
16,の,59,-8.0,n,o,None
16,き,61,-6.0,k,i,None
16,み,63,-4.0,m,i,None
16,が,64,-3.0,g,a,None
16,か,63,-4.0,k,a,None
16,く,64,-3.0,k,u,None
16,し,63,-4.0,sh,i,None
16,て,64,-3.0,t,e,None
16,る,66,-1.0,r,u,None
16,そ,66,-1.0,s,o,None
16,の,68,1.0,n,o,None
16,き,64,-3.0,k,i,None
16,も,64,-3.0,m,o,None
16,ち,59,-8.0,ch,i,None
16,も,59,-8.0,m,o,None
16,わ,69,2.0,w,a,None
16,か,68,1.0,k,a,None
16,っ,66,-1.0,None,None,cl
16,て,66,-1.0,t,e,None
16,る,66,-1.0,r,u,None
16,か,64,-3.0,k,a,None
16,ら,64,-3.0,r,a,None
16,あ,64,-3.0,None,a,None
16,き,66,-1.0,k,i,None
16,ら,67,0.0,r,a,None
16,め,66,-1.0,m,e,None
16,た,64,-3.0,t,a,None
16,く,62,-5.0,k,u,None
16,な,59,-8.0,n,a,None
16,い,64,-3.0,None,i,None
16,ま,59,-8.0,m,a,None
16,っ,59,-8.0,m,a,None
16,す,57,-10.0,s,u,None
16,ぐ,55,-12.0,g,u,None
16,な,57,-10.0,n,a,None
16,お,55,-12.0,None,o,None
16,も,57,-10.0,m,o,None
16,い,62,-5.0,None,i,None
16,が,59,-8.0,g,a,None
16,だ,64,-3.0,d,a,None
16,れ,66,-1.0,r,e,None
16,に,67,0.0,n,i,None
16,も,66,-1.0,m,o,None
16,ひ,67,0.0,h,i,None
16,み,69,2.0,m,i,None
16,つ,62,-5.0,ts,u,None
16,の,64,-3.0,n,o,None
16,み,64,-3.0,m,i,None
16,ら,64,-3.0,r,a,None
16,い,62,-5.0,None,i,None
16,の,60,-7.0,n,o,None
16,ど,67,0.0,d,o,None
16,あ,67,0.0,None,a,None
16,きょ,67,0.0,ky,o,None
16,お,67,0.0,None,o,None
16,も,69,2.0,m,o,None
16,の,71,4.0,n,o,None
16,っ,71,4.0,n,o,None
16,く,69,2.0,k,u,None
16,し,71,4.0,sh,i,None
16,て,72,5.0,t,e,None
16,る,71,4.0,r,u,None
16,さ,67,0.0,s,a,None
16,あ,69,2.0,None,a,None
16,は,71,4.0,w,a,None
16,じ,71,4.0,j,i,None
16,ま,71,4.0,m,a,None
16,り,71,4.0,r,i,None
16,の,71,4.0,n,o,None
16,か,71,4.0,k,a,None
16,ぜ,71,4.0,z,e,None
16,の,69,2.0,n,o,None
16,な,74,7.0,n,a,None
16,か,71,4.0,k,a,None
16,で,69,2.0,d,e,None
16,う,69,2.0,None,u,None
16,そ,69,2.0,s,o,None
16,の,69,2.0,n,o,None
16,じ,69,2.0,j,i,None
16,ぶ,69,2.0,b,u,None
16,ん,71,4.0,None,None,N
16,ぬ,69,2.0,n,u,None
16,ぎ,67,0.0,g,i,None
16,す,66,-1.0,s,u,None
16,て,67,0.0,t,e,None
16,じ,62,-5.0,j,i,None
16,ゆ,71,4.0,y,u,None
16,う,72,5.0,None,u,None
16,な,64,-3.0,n,a,None
16,そ,67,0.0,s,o,None
16,ら,71,4.0,r,a,None
16,の,69,2.0,n,o,None
16,は,67,0.0,w,a,None
16,て,69,2.0,t,e,None
16,ゆ,69,2.0,y,u,None
16,め,71,4.0,m,e,None
16,に,69,2.0,n,i,None
16,む,71,4.0,m,u,None
16,か,72,5.0,k,a,None
16,っ,72,5.0,k,a,None
16,て,71,4.0,t,e,None
16,ま,71,4.0,m,a,None
16,よ,71,4.0,y,o,None
16,い,71,4.0,None,i,None
16,な,71,4.0,n,a,None
16,や,71,4.0,y,a,None
16,ん,72,5.0,None,None,N
16,で,71,4.0,d,e,None
16,お,69,2.0,None,o,None
16,ち,74,7.0,ch,i,None
16,こ,71,4.0,k,o,None
16,ん,71,4.0,k,o,None
16,だ,69,2.0,d,a,None
16,ひ,69,2.0,h,i,None
16,び,69,2.0,b,i,None
16,が,69,2.0,g,a,None
16,あ,69,2.0,None,a,None
16,す,69,2.0,s,u,None
16,お,71,4.0,None,o,None
16,き,69,2.0,k,i,None
16,り,67,0.0,r,i,None
16,ひ,66,-1.0,h,i,None
16,ど,64,-3.0,d,o,None
16,ん,66,-1.0,None,None,N
16,な,67,0.0,n,a,None
16,あ,66,-1.0,None,a,None
16,め,67,0.0,m,e,None
16,や,69,2.0,y,a,None
16,あ,66,-1.0,None,a,None
16,ら,67,0.0,r,a,None
16,し,69,2.0,sh,i,None
16,に,62,-5.0,n,i,None
16,も,62,-5.0,m,o,None
16,お,74,7.0,None,o,None
16,れ,72,5.0,r,e,None
16,や,71,4.0,y,a,None
16,し,71,4.0,sh,i,None
16,な,72,5.0,n,a,None
16,い,72,5.0,None,i,None
16,つ,71,4.0,ts,u,None
16,ば,71,4.0,b,a,None
16,さ,69,2.0,s,a,None
16,で,72,5.0,d,e,None
16,は,71,4.0,w,a,None
16,ば,69,2.0,b,a,None
16,た,72,5.0,t,a,None
16,け,71,4.0,k,e,None
17,そ,62,-5.0,s,o,None
17,れ,71,4.0,r,e,None
17,だ,70,3.0,d,a,None
17,け,68,1.0,k,e,None
17,で,68,1.0,d,e,None
17,つ,68,1.0,ts,u,None
17,よ,66,-1.0,y,o,None
17,く,66,-1.0,k,u,None
17,な,70,3.0,n,a,None
17,る,75,8.0,r,u,None
17,あ,70,3.0,None,a,None
17,ふ,68,1.0,f,u,None
17,れ,66,-1.0,r,e,None
17,る,66,-1.0,r,u,None
17,こ,70,3.0,k,o,None
17,の,68,1.0,n,o,None
17,お,66,-1.0,None,o,None
17,も,66,-1.0,m,o,None
17,い,66,-1.0,m,o,None
17,お,63,-4.0,None,o,None
