song,lyric,dur,BPM
06,て,1.0,108
06,さ,0.25,108
06,い,0.5,108
06,り,0.5,108
06,う,0.5,108
06,む,0.5,108
06,の,1.0,108
06,な,1.0,108
06,み,1.5,108
06,せく,0.5,108
06,しょん,0.5,108
06,れ,0.5,108
06,いん,1.0,108
06,ぼ,1.0,108
06,す,0.5,108
06,ぷ,0.5,108
06,ばい,0.5,108
06,すてっぷ,1.25,108
06,き,0.5,108
06,み,0.25,108
06,も,0.75,108
06,き,0.5,108
06,み,0.25,108
06,も,1.5,108
06,き,0.5,108
06,み,0.25,108
06,も,0.75,108
06,ぎぶ,0.5,108
06,み,0.25,108
06,も,1.5,108
06,う,0.5,108
06,た,0.25,108
06,お,0.75,108
06,あ,0.75,108
06,し,0.75,108
06,た,0.5,108
06,え,1.0,108
07,ぴん,0.5,178
07,く,0.5,178
07,の,1.0,178
07,ゆ,0.5,178
07,に,1.0,178
07,こん,1.5,178
07,と,0.5,178
07,ぶ,0.5,178
07,よ,1.0,178
07,いしょ,0.5,178
07,に,1.0,178
07,こ,1.5,178
07,さ,0.5,178
07,い,0.5,178
07,こ,0.5,178
07,ろ,0.5,178
07,お,1.25,178
07,こ,1.0,178
07,ろ,0.5,178
07,が,1.0,178
07,て,1.0,178
07,さ,0.5,178
07,い,0.5,178
07,こ,0.5,178
07,ろ,0.5,178
07,じ,1.25,178
07,は,1.0,178
07,と,0.5,178
07,よ,1.0,178
07,む,1.0,178
07,み,0.5,178
07,て,0.5,178
07,る,0.5,178
07,の,0.5,178
07,よ,1.25,178
07,い,1.0,178
07,つ,0.5,178
07,だっ,1.0,178
07,て,1.0,178
07,す,0.5,178
07,す,0.5,178
07,め,0.5,178
07,あ,0.5,178
07,ばん,1.0,178
07,ちゅ,1.0,178
07,る,1.0,178
07,わ,0.5,178
07,た,0.5,178
07,し,0.5,178
07,わ,0.5,178
07,ほ,0.5,178
07,ろん,1.0,178
07,う,0.5,178
07,ちゅ,0.5,178
07,う,0.5,178
07,の,1.5,178
07,か,0.5,178
07,け,0.5,178
07,ら,0.5,178
07,だ,0.5,178
07,け,0.5,178
07,ど,1.0,178
07,か,0.5,178
07,ん,0.5,178
07,ぜ,0.5,178
07,ん,1.5,178
07,な,0.5,178
07,み,0.5,178
07,だ,0.5,178
07,が,0.5,178
07,ぽ,0.5,178
07,ろん,1.0,178
07,ちょっ,1.0,178
07,ぴ,0.5,178
07,り,1.5,178
07,ま,1.0,178
07,じ,1.0,178
07,か,1.0,178
07,る,1.25,178
07,てぃん,1.0,178
07,てぃん,1.0,178
07,こ,0.5,178
07,の,0.5,178
07,ぽ,0.5,178
07,る,0.5,178
07,ぼ,0.5,178
07,ろん,1.0,178
07,た,0.5,178
07,べ,0.5,178
07,た,0.5,178
07,ら,1.5,178
07,と,0.5,178
07,な,0.5,178
07,え,0.5,178
07,る,0.5,178
07,の,0.5,178
07,よ,1.0,178
07,お,0.5,178
07,ま,0.5,178
07,じ,0.5,178
07,ない,1.5,178
07,こ,0.5,178
07,た,0.5,178
07,え,0.5,178
07,が,0.5,178
07,ぽ,0.5,178
07,ろん,1.0,178
07,はっ,1.0,178
07,ぴ,0.5,178
07,い,1.5,178
07,ま,1.0,178
07,じ,1.0,178
07,か,1.0,178
07,る,1.25,178
07,てぃん,1.0,178
07,てぃん,1.0,178
07,さ,0.5,178
07,い,0.5,178
07,こ,0.5,178
07,ろ,0.5,178
07,お,1.25,178
07,こ,1.0,178
07,ろ,0.5,178
07,が,1.0,178
07,て,1.0,178
07,さ,0.5,178
07,い,0.5,178
07,こ,0.5,178
07,ろ,0.5,178
07,じ,1.25,178
07,は,1.0,178
07,と,0.5,178
07,よ,1.0,178
07,む,1.0,178
07,あ,0.5,178
07,い,0.5,178
07,か,0.5,178
07,し,0.5,178
07,ら,1.25,178
07,どっ,1.0,178
07,き,0.5,178
07,ど,1.0,178
07,き,1.0,178
07,ひ,0.5,178
07,び,0.5,178
07,け,0.5,178
07,あ,0.5,178
07,ばん,1.0,178
07,ちゅ,1.0,178
07,る,1.0,178
08,ぼん,0.5,150
08,ぼん,1.0,150
08,お,0.75,150
08,えん,0.75,150
08,だん,1.0,150
08,れっつ,0.5,150
08,げっ,1.0,150
08,ちぇ,0.75,150
08,り,0.5,150
08,ぱい,0.5,150
08,らん,0.5,150
08,らん,1.0,150
08,かん,0.75,150
08,げ,0.5,150
08,かい,0.5,150
08,るっ,0.5,150
08,かっぷ,1.0,150
08,せん,0.75,150
08,せ,0.75,150
08,しょん,0.5,150
08,はい,1.5,150
08,そん,0.75,150
08,ざい,0.75,150
08,かん,0.5,150
08,てん,0.5,150
08,てん,1.0,150
08,しょう,0.75,150
08,わく,0.75,150
08,せ,0.5,150
08,ぶ,0.25,150
08,つ,0.25,150
08,かっ,0.5,150
08,て,0.5,150
08,と,0.25,150
08,け,0.25,150
08,まし,0.5,150
08,た,0.5,150
08,ぼ,0.5,150
08,ぜん,0.5,150
08,おお,0.5,150
08,い,0.25,150
08,に,0.25,150
08,う,0.25,150
08,たっ,0.5,150
08,て,0.25,150
08,し,0.25,150
08,れん,0.5,150
08,じゃ,1.25,150
08,もっ,0.5,150
08,て,0.5,150
08,い,1.0,150
08,け,0.5,150
08,さい,1.0,150
08,ご,0.5,150
08,に,0.5,150
08,わ,0.5,150
08,らっ,1.0,150
08,ちゃ,0.5,150
08,う,1.0,150
08,の,0.5,150
08,わ,0.5,150
08,あ,0.5,150
08,た,0.5,150
08,し,0.5,150
08,の,0.5,150
08,は,0.75,150
08,ず,1.5,150
08,せ,1.0,150
08,ら,1.5,150
08,ふ,0.5,150
08,く,1.5,150
08,だ,0.5,150
08,か,1.0,150
08,ら,1.0,150
08,で,1.5,150
08,す,1.0,150
08,け,1.0,150
08,つ,0.5,150
08,ろん,2.5,150
08,げ,0.5,150
08,つ,0.5,150
08,よ,0.5,150
08,お,1.0,150
08,び,0.5,150
08,な,1.0,150
08,の,0.5,150
08,に,0.5,150
08,き,0.5,150
08,げん,1.0,150
08,わ,0.5,150
08,る,1.0,150
08,い,0.5,150
08,の,0.5,150
08,ど,0.5,150
08,お,1.0,150
08,す,0.5,150
08,る,1.0,150
08,よ,1.5,150
08,な,0.5,150
08,つ,0.5,150
08,ふ,1.5,150
08,く,0.5,150
08,が,1.0,150
08,い,0.5,150
08,い,1.0,150
08,の,1.0,150
08,で,1.5,150
08,す,1.0,150
08,きゃ,1.0,150
08,わ,0.5,150
08,い,3.5,150
09,ま,0.5,164
09,よ,0.5,164
09,い,0.5,164
09,こん,1.0,164
09,だ,1.0,164
09,お,1.0,164
09,と,0.5,164
09,ぎ,1.5,164
09,の,1.0,164
09,く,1.0,164
09,に,0.5,164
09,わ,1.0,164
09,ふ,1.0,164
09,し,1.0,164
09,ぎ,0.5,164
09,で,2.0,164
09,う,1.0,164
09,れ,1.0,164
09,し,1.0,164
09,く,1.0,164
09,せ,1.0,164
09,つ,1.0,164
09,ない,1.0,164
09,の,1.0,164
09,です,1.0,164
09,あ,1.0,164
09,け,0.5,164
09,る,1.5,164
09,じゅ,1.0,164
09,も,1.0,164
09,ん,0.5,164
09,わ,1.5,164
09,は,1.0,164
09,あ,1.0,164
09,も,0.5,164
09,に,1.5,164
09,ひ,1.0,164
09,と,1.0,164
09,り,1.0,164
09,じゃ,1.0,164
09,す,0.5,164
09,す,0.5,164
09,め,0.5,164
09,な,0.5,164
09,い,1.0,164
09,の,1.0,164
09,です,3.0,164
09,さ,3.0,164
09,か,1.0,164
09,さ,2.0,164
09,ま,2.0,164
09,の,4.0,164
09,ま,3.0,164
09,ど,1.0,164
09,わ,2.0,164
09,すう,2.0,164
09,の,4.0,164
09,て,3.0,164
09,お,1.0,164
09,とっ,2.0,164
09,て,1.0,164
09,ひ,1.0,164
09,と,0.5,164
09,つ,1.0,164
09,の,1.0,164
09,ひ,1.0,164
09,か,0.5,164
09,り,0.5,164
09,に,0.5,164
09,な,1.0,164
09,ろ,1.0,164
09,ふぁん,1.0,164
09,た,1.0,164
09,じ,1.0,164
09,あ,1.0,164
09,わん,1.5,164
09,だ,0.5,164
09,らん,1.0,164
09,つ,1.0,164
09,ぎ,1.0,164
09,の,1.0,164
09,す,1.0,164
09,て,1.5,164
09,じ,0.5,164
09,え,1.0,164
09,ま,2.0,164
09,た,2.0,164
09,そ,1.0,164
09,の,1.0,164
09,さ,1.0,164
09,き,1.0,164
09,が,3.0,164
09,ま,1.0,164
09,っ,1.0,164
09,て,1.0,164
09,る,1.0,164
09,ふぁん,1.0,164
09,た,1.0,164
09,じ,1.0,164
09,あ,1.0,164
09,わん,1.5,164
09,だ,0.5,164
09,らん,1.0,164
09,き,1.0,164
09,み,1.0,164
09,の,1.0,164
09,ぴ,1.0,164
09,い,1.5,164
09,す,0.5,164
09,と,1.0,164
09,あ,2.0,164
09,わ,2.0,164
09,せ,1.0,164
09,た,1.0,164
09,ら,1.0,164
09,こ,1.0,164
09,ん,1.0,164
09,ぷ,0.5,164
09,り,1.0,164
09,い,0.5,164
09,と,2.0,164
09,ね,1.0,164
09,え,1.0,164
09,いっ,1.0,164
09,しょ,0.5,164
09,な,1.0,164
09,ら,1.0,164
09,も,1.0,164
09,の,0.5,164
09,す,1.0,164
09,ごい,1.0,164
09,か,0.5,164
09,が,0.5,164
09,や,0.5,164
09,き,1.0,164
09,み,1.0,164
09,つ,1.0,164
09,か,0.5,164
09,る,1.0,164
09,よ,1.0,164
09,そ,0.5,164
09,れ,0.5,164
09,わ,0.5,164
09,だ,1.0,164
09,れ,1.0,164
09,も,1.0,164
09,し,0.5,164
09,ら,1.0,164
09,ない,1.0,164
09,さい,3.0,164
09,こう,1.0,164
09,わん,2.0,164
09,だ,2.0,164
09,らん,1.0,164
10,は,0.75,108
10,て,1.0,108
10,な,1.0,108
10,い,1.5,108
10,や,0.625,108
10,み,0.375,108
10,の,2.625,108
10,な,0.375,108
10,か,2.0,108
10,な,1.0,108
10,み,1.0,108
10,だ,1.0,108
10,わ,1.0,108
10,も,1.0,108
10,お,1.0,108
10,か,2.0,108
10,れ,0.375,108
10,た,2.0,108
10,ゆ,1.0,108
10,ら,1.0,108
10,ゆ,1.0,108
10,ら,1.5,108
10,ゆ,0.625,108
10,れ,0.375,108
10,る,2.0,108
10,お,0.625,108
10,も,0.375,108
10,い,1.5,108
10,ま,0.625,108
10,る,0.375,108
10,で,1.25,108
10,か,1.0,108
10,げ,1.0,108
10,ろ,1.0,108
10,お,1.0,108
10,ね,4.25,108
10,つ,1.0,108
10,き,1.0,108
10,よ,1.0,108
10,に,1.25,108
10,し,0.625,108
10,ず,0.375,108
10,む,1.625,108
10,い,0.375,108
10,の,0.625,108
10,り,0.375,108
10,わ,2.0,108
10,か,1.0,108
10,な,1.0,108
10,し,1.0,108
10,く,1.0,108
10,こ,1.0,108
10,だ,0.625,108
10,ま,0.375,108
10,す,4.25,108
10,は,1.0,108
10,か,0.625,108
10,な,0.375,108
10,い,1.0,108
10,ゆ,1.0,108
10,め,0.625,108
10,な,0.375,108
10,ら,1.0,108
10,た,1.0,108
10,だ,0.625,108
10,ち,0.375,108
10,る,0.625,108
10,だ,0.375,108
10,け,1.0,108
10,さ,1.0,108
10,よ,1.0,108
10,な,1.625,108
10,ら,0.375,108
10,さ,1.0,108
10,え,1.625,108
10,い,0.375,108
10,わ,2.0,108
10,ず,1.0,108
10,に,2.0,108
10,と,1.0,108
10,ざ,0.625,108
10,か,0.375,108
10,る,1.0,108
10,き,1.0,108
10,み,0.625,108
10,の,0.375,108
10,て,1.0,108
10,あ,1.0,108
10,の,0.625,108
10,ぬ,0.375,108
10,く,0.625,108
10,も,0.375,108
10,り,1.0,108
10,せ,1.0,108
10,め,1.0,108
10,て,1.625,108
10,も,0.375,108
10,お,1.0,108
10,い,1.625,108
10,ち,0.375,108
10,ど,5.25,108
10,こ,0.625,108
10,こ,0.375,108
10,ろ,1.625,108
10,な,0.375,108
10,く,0.625,108
10,し,0.375,108
10,て,1.0,108
10,さ,0.375,108
10,ま,0.625,108
10,よ,0.375,108
10,う,1.625,108
10,い,0.375,108
10,き,1.0,108
10,か,1.0,108
10,た,1.0,108
10,え,2.0,108
10,ら,1.0,108
10,ぶ,1.0,108
10,ふ,1.0,108
10,た,1.0,108
10,り,1.5,108
10,じゃ,0.625,108
10,な,0.375,108
10,い,1.0,108
10,ほ,0.625,108
10,こ,0.375,108
10,り,1.0,108
10,た,1.0,108
10,か,1.0,108
10,く,1.0,108
10,う,0.625,108
10,つ,0.375,108
10,く,2.0,108
10,し,1.0,108
10,い,1.0,108
10,き,0.625,108
10,み,0.375,108
10,の,1.0,108
10,す,0.375,108
10,が,0.625,108
10,た,0.375,108
10,お,1.0,108
10,あ,0.625,108
10,の,0.375,108
10,ひ,1.0,108
10,や,0.375,108
10,き,1.0,108
10,つ,1.0,108
10,け,1.0,108
10,た,5.25,108
11,た,0.5,147
11,と,0.5,147
11,え,1.0,147
11,ば,1.0,147
11,か,0.5,147
11,ら,0.5,147
11,だ,0.5,147
11,に,0.5,147
11,の,0.5,147
11,こ,0.5,147
11,る,0.5,147
11,か,0.5,147
11,ん,1.0,147
11,しょ,1.0,147
11,く,1.0,147
11,わ,1.0,147
11,あ,1.0,147
11,た,1.0,147
11,た,0.5,147
11,か,0.5,147
11,い,1.5,147
11,さ,0.5,147
11,よ,0.5,147
11,な,1.0,147
11,ら,2.0,147
11,な,0.5,147
11,み,0.5,147
11,だ,1.5,147
11,せい,1.0,147
11,ぐっ,0.5,147
11,ばい,4.5,147
11,た,0.5,147
11,と,0.5,147
11,え,1.0,147
11,ば,0.5,147
11,こ,0.5,147
11,こ,0.5,147
11,ろ,0.5,147
11,に,0.5,147
11,つ,0.5,147
11,の,0.5,147
11,る,0.5,147
11,お,1.0,147
11,も,0.5,147
11,い,1.0,147
11,わ,1.0,147
11,ま,1.0,147
11,だ,1.0,147
11,み,1.0,147
11,え,0.5,147
11,な,0.5,147
11,い,1.5,147
11,あ,0.5,147
11,し,0.5,147
11,た,1.0,147
11,え,0.5,147
11,と,0.5,147
11,ぶ,0.5,147
11,つ,0.5,147
11,ば,1.0,147
11,さ,1.0,147
11,とぅ,1.0,147
11,ざ,1.0,147
11,へ,1.0,147
11,ヴん,4.5,147
11,ぼ,0.5,147
11,く,0.5,147
11,ら,0.5,147
11,わ,0.5,147
11,み,0.5,147
11,ち,0.5,147
11,の,0.5,147
11,と,1.0,147
11,ちゅう,1.0,147
11,で,0.5,147
11,な,0.5,147
11,く,0.5,147
11,し,0.5,147
11,た,1.0,147
11,ゆ,0.5,147
11,め,1.0,147
11,の,1.0,147
11,か,1.0,147
11,け,0.5,147
11,ら,0.5,147
11,お,1.5,147
11,ひ,0.5,147
11,ろ,0.5,147
11,う,0.5,147
11,こ,0.5,147
11,と,1.0,147
11,わ,0.5,147
11,も,1.5,147
11,し,0.5,147
11,な,0.5,147
11,い,0.5,147
11,だ,1.0,147
11,ろ,0.5,147
11,お,5.0,147
11,う,0.5,147
11,ま,0.5,147
11,れ,0.5,147
11,か,0.5,147
11,わっ,1.0,147
11,た,0.5,147
11,よ,1.0,147
11,お,1.0,147
11,に,1.5,147
11,あ,0.5,147
11,た,0.5,147
11,ら,1.0,147
11,し,0.5,147
11,い,1.5,147
11,じ,0.5,147
11,だ,1.5,147
11,い,0.5,147
11,お,2.0,147
11,ひ,0.5,147
11,ら,0.5,147
11,い,1.0,147
11,て,0.5,147
11,く,1.5,147
11,そ,0.5,147
11,お,0.5,147
11,ね,0.5,147
11,が,1.0,147
11,う,0.5,147
11,の,5.0,147
11,せ,1.0,147
11,か,1.0,147
11,い,0.5,147
11,が,1.5,147
11,つ,0.5,147
11,く,0.5,147
11,り,1.0,147
11,だ,0.5,147
11,す,1.0,147
11,う,0.5,147
11,ね,0.5,147
11,り,1.5,147
11,の,0.5,147
11,な,1.0,147
11,か,1.0,147
11,で,0.5,147
11,え,2.0,147
11,あ,0.5,147
11,ら,0.5,147
11,が,1.0,147
11,っ,0.5,147
11,て,0.5,147
11,あ,0.5,147
11,ら,0.5,147
11,が,1.0,147
11,っ,0.5,147
11,て,1.0,147
11,い,1.0,147
11,く,0.5,147
11,う,6.0,147
11,ぼ,1.0,147
11,く,1.0,147
11,ら,0.5,147
11,が,1.5,147
11,お,1.0,147
11,り,1.0,147
11,た,0.5,147
11,つ,1.5,147
11,こ,0.5,147
11,こ,0.5,147
11,わ,1.0,147
11,み,0.5,147
11,か,1.0,147
11,ん,1.0,147
11,せ,1.0,147
11,い,0.5,147
11,な,0.5,147
11,まま,1.5,147
11,い,0.5,147
11,き,0.5,147
11,お,0.5,147
11,し,1.0,147
11,て,0.5,147
11,る,1.0,147
11,と,0.5,147
11,ど,0.5,147
11,い,0.5,147
11,て,0.5,147
11,お,0.5,147
11,く,1.0,147
11,れ,7.5,147
12,ま,1.0,158
12,た,0.5,158
12,い,0.5,158
12,た,0.5,158
12,ず,0.5,158
12,ら,0.5,158
12,に,0.5,158
12,たい,1.0,158
12,よう,1.0,158
12,わ,1.0,158
12,じ,1.0,158
12,り,0.5,158
12,じ,0.5,158
12,り,0.5,158
12,て,0.5,158
12,り,0.5,158
12,つ,0.5,158
12,け,1.75,158
12,あ,1.0,158
12,ま,0.5,158
12,い,0.5,158
12,こ,0.5,158
12,こ,0.5,158
12,ろ,0.5,158
12,お,0.5,158
12,と,1.0,158
12,かし,1.0,158
12,て,0.75,158
12,た,0.5,158
12,め,0.5,158
12,す,1.0,158
12,よ,0.5,158
12,に,0.5,158
12,じゃ,1.0,158
12,ま,0.5,158
12,す,0.5,158
12,る,2.75,158
12,そ,1.0,158
12,か,0.5,158
12,い,0.5,158
12,た,0.5,158
12,ず,0.5,158
12,ら,0.5,158
12,に,0.5,158
12,たい,1.0,158
12,よ,1.0,158
12,わ,1.0,158
12,げ,1.0,158
12,ら,0.5,158
12,げ,0.5,158
12,ら,0.5,158
12,わ,0.5,158
12,ら,0.5,158
12,っ,0.5,158
12,て,1.75,158
12,な,1.0,158
12,み,0.5,158
12,だ,0.5,158
12,さ,0.5,158
12,え,0.5,158
12,も,0.5,158
12,か,0.5,158
12,わ,1.0,158
12,かし,1.0,158
12,て,0.75,158
12,す,0.5,158
12,す,0.5,158
12,め,1.0,158
12,と,0.5,158
12,く,0.5,158
12,も,1.0,158
12,お,0.5,158
12,か,0.5,158
12,ぶ,3.75,158
12,なん,2.0,158
12,かい,1.5,158
12,で,1.75,158
12,や,1.0,158
12,っ,1.0,158
12,か,0.5,158
12,い,0.5,158
12,な,0.5,158
12,ぼう,1.0,158
12,けん,1.0,158
12,お,2.75,158
12,の,2.0,158
12,ぞ,1.5,158
12,む,1.75,158
12,と,0.5,158
12,こ,0.5,158
12,ろ,0.5,158
12,だ,0.5,158
12,こ,1.0,158
12,わ,0.5,158
12,く,0.5,158
12,ないん,1.0,158
12,だ,0.5,158
12,ぜ,0.5,158
12,な,1.0,158
12,か,0.5,158
12,ま,0.5,158
12,が,1.5,158
12,い,0.5,158
12,る,3.75,158
12,は,1.0,158
12,る,1.0,158
12,か,1.0,158
12,な,0.5,158
12,る,1.0,158
12,う,1.0,158
12,み,1.0,158
12,お,0.5,158
12,こ,0.5,158
12,え,1.5,158
12,め,0.5,158
12,ざ,0.5,158
12,す,0.5,158
12,の,1.0,158
12,さ,0.5,158
12,さ,0.5,158
12,い,0.5,158
12,こ,1.0,158
12,の,0.5,158
12,すて,1.0,158
12,じ,1.0,158
12,す,1.0,158
12,す,0.5,158
12,む,1.0,158
12,み,1.0,158
12,ち,1.0,158
12,こ,0.5,158
12,そ,0.5,158
12,が,1.5,158
12,た,0.5,158
12,か,0.5,158
12,ら,0.5,158
12,な,1.0,158
12,の,0.5,158
12,さ,0.5,158
12,し,0.5,158
12,ん,1.0,158
12,じ,1.0,158
12,て,1.0,158
12,る,1.0,158
12,て,1.0,158
12,お,1.0,158
12,あ,1.0,158
12,げ,1.0,158
12,た,1.0,158
12,そ,1.0,158
12,の,1.0,158
12,み,2.0,158
12,らい,2.0,158
12,に,1.25,158
12,あ,1.0,158
12,た,0.5,158
12,ら,1.0,158
12,し,0.5,158
12,い,0.5,158
12,せ,0.5,158
12,か,0.5,158
12,い,0.5,158
12,が,0.5,158
12,わ,1.0,158
12,な,0.5,158
12,か,0.5,158
12,け,0.5,158
12,まっ,1.0,158
12,て,0.5,158
12,る,1.75,158
12,こ,2.0,158
12,こ,1.5,158
12,に,1.75,158
12,し,1.0,158
12,み,1.0,158
12,こ,0.5,158
12,ん,0.5,158
12,だ,0.5,158
12,ゆ,1.0,158
12,き,1.0,158
12,わ,2.75,158
12,も,2.0,158
12,がい,1.5,158
12,た,1.75,158
12,じ,0.5,158
12,かん,1.0,158
12,と,0.5,158
12,き,1.0,158
12,み,0.5,158
12,の,0.5,158
12,こ,1.0,158
12,え,0.5,158
12,で,0.5,158
12,つ,1.0,158
12,く,0.5,158
12,ら,0.5,158
12,れ,1.0,158
12,たん,1.0,158
12,だ,7.75,158
13,い,0.5,158
13,や,0.5,158
13,ほ,0.5,158
13,ん,0.5,158
13,お,1.0,158
13,か,0.5,158
13,た,1.0,158
13,ほ,0.5,158
13,お,1.0,158
13,だ,1.0,158
13,け,1.0,158
13,か,0.5,158
13,し,0.75,158
13,て,0.75,158
13,あ,0.5,158
13,げ,1.0,158
13,る,0.5,158
13,よ,2.25,158
13,お,0.5,158
13,な,1.0,158
13,じ,1.0,158
13,う,1.0,158
13,た,0.5,158
13,お,1.0,158
13,き,0.5,158
13,き,0.5,158
13,な,0.5,158
13,が,0.5,158
13,ら,0.5,158
13,あ,0.5,158
13,る,0.5,158
13,い,0.5,158
13,て,1.0,158
13,い,0.5,158
13,こ,2.75,158
13,つ,0.5,158
13,らい,1.0,158
13,と,0.5,158
13,き,1.0,158
13,き,0.5,158
13,き,1.0,158
13,た,0.5,158
13,く,1.0,158
13,な,1.0,158
13,る,1.0,158
13,お,0.5,158
13,き,0.75,158
13,に,0.75,158
13,いり,0.5,158
13,の,1.0,158
13,う,0.5,158
13,た,2.25,158
13,お,0.5,158
13,な,1.0,158
13,じ,1.0,158
13,だっ,0.75,158
13,た,0.5,158
13,ら,1.0,158
13,き,0.5,158
13,せ,0.5,158
13,き,0.5,158
13,と,0.5,158
13,か,0.5,158
13,し,0.5,158
13,ん,0.5,158
13,じ,0.5,158
13,ちゃ,1.0,158
13,う,0.5,158
13,ね,2.75,158
13,そ,0.5,158
13,れ,0.5,158
13,ぞ,0.5,158
13,れ,0.5,158
13,の,0.5,158
13,ゆ,1.0,158
13,め,0.5,158
13,が,2.25,158
13,ち,0.5,158
13,が,0.5,158
13,う,0.5,158
13,み,0.5,158
13,ち,0.5,158
13,お,1.0,158
13,さ,1.0,158
13,し,1.0,158
13,て,0.5,158
13,も,1.25,158
13,わ,0.5,158
13,た,0.5,158
13,し,0.5,158
13,た,0.5,158
13,ち,1.25,158
13,いっ,1.0,158
13,しょ,0.5,158
13,だ,0.5,158
13,よ,2.0,158
13,ど,0.5,158
13,ん,1.0,158
13,な,0.5,158
13,と,1.0,158
13,き,1.0,158
13,も,4.25,158
13,き,1.0,158
13,み,1.0,158
13,に,1.0,158
13,ゆ,0.5,158
13,め,1.0,158
13,の,0.5,158
13,め,1.0,158
13,ろ,1.0,158
13,でぃ,3.25,158
13,な,0.5,158
13,り,1.0,158
13,ひ,0.5,158
13,び,1.0,158
13,く,1.0,158
13,よ,2.25,158
13,き,0.5,158
13,ず,0.5,158
13,い,0.5,158
13,た,1.0,158
13,ら,0.5,158
13,む,0.5,158
13,い,0.5,158
13,し,1.0,158
13,き,0.5,158
13,に,2.0,158
13,ま,0.5,158
13,た,0.5,158
13,く,0.5,158
13,ち,0.5,158
13,ず,0.5,158
13,さ,0.5,158
13,ん,0.5,158
13,で,0.5,158
13,る,2.0,158
13,こ,0.5,158
13,の,1.0,158
13,う,0.5,158
13,た,1.0,158
13,ご,1.0,158
13,え,3.25,158
13,と,0.5,158
13,ど,1.0,158
13,け,0.5,158
13,た,1.0,158
13,い,1.0,158
13,よ,2.25,158
13,せ,0.5,158
13,か,0.5,158
13,い,0.5,158
13,じゅ,1.0,158
13,が,0.5,158
13,こ,0.5,158
13,の,0.5,158
13,う,1.0,158
13,た,0.5,158
13,お,1.25,158
13,う,0.5,158
13,た,0.5,158
13,い,0.5,158
13,だ,0.5,158
13,し,0.5,158
13,た,0.5,158
13,ら,0.5,158
13,す,0.5,158
13,て,1.0,158
13,き,0.5,158
13,ね,1.5,158
13,せ,0.5,158
13,か,0.5,158
13,い,0.5,158
13,へ,0.5,158
13,い,0.5,158
13,わ,0.5,158
13,も,0.5,158
13,ゆ,0.5,158
13,め,1.0,158
13,じゃ,0.5,158
13,ない,2.75,158
13,む,1.0,158
13,ね,1.5,158
13,の,1.5,158
13,お,1.0,158
13,く,1.5,158
13,に,1.5,158
13,ひ,1.0,158
13,び,1.5,158
13,く,4.25,158
13,ゆ,1.0,158
13,め,1.0,158
13,お,1.5,158
13,お,1.5,158
13,い,1.0,158
13,も,1.0,158
13,と,1.0,158
13,め,1.0,158
13,る,0.75,158
13,せ,2.0,158
13,ん,2.0,158
13,り,2.0,158
13,つ,1.75,158
13,ずっ,1.0,158
13,と,3.5,158
13,きっ,1.5,158
13,と,7.5,158
14,く,0.25,90
14,る,0.25,90
14,く,0.25,90
14,る,0.5,90
14,ま,0.5,90
14,わ,0.5,90
14,り,0.25,90
14,だ,0.25,90
14,し,0.25,90
14,た,0.5,90
14,か,0.25,90
14,ら,0.25,90
14,ふ,0.25,90
14,る,0.5,90
14,な,0.5,90
14,どぅり,0.5,90
14,む,0.25,90
14,ご,0.25,90
14,ら,0.25,90
14,ん,0.5,90
14,す,0.25,90
14,て,0.25,90
14,き,0.25,90
14,な,0.5,90
14,はく,0.5,90
14,ば,0.25,90
14,の,0.5,90
14,うえ,0.25,90
14,に,0.5,90
14,き,0.25,90
14,み,0.25,90
14,の,0.25,90
14,ゆ,0.5,90
14,め,0.5,90
14,が,0.5,90
14,ま,0.5,90
14,あっ,0.75,90
14,て,0.25,90
14,る,0.5,90
14,お,0.25,90
14,も,0.25,90
14,い,0.25,90
14,きっ,0.5,90
14,て,0.5,90
14,と,0.5,90
14,び,0.25,90
14,の,0.25,90
14,れ,0.25,90
14,ば,0.5,90
14,な,0.25,90
14,か,0.25,90
14,ま,0.25,90
14,が,0.5,90
14,ひ,0.5,90
14,と,0.5,90
14,り,0.25,90
14,ふ,0.25,90
14,た,0.25,90
14,り,0.5,90
14,み,0.25,90
14,ら,0.25,90
14,い,0.25,90
14,い,0.5,90
14,き,0.5,90
14,の,0.25,90
14,ち,0.25,90
14,け,0.25,90
14,っ,0.25,90
14,と,0.5,90
14,こ,0.25,90
14,こ,0.25,90
14,ろ,0.25,90
14,か,0.5,90
14,ら,0.25,90
14,と,0.5,90
14,り,0.25,90
14,だ,0.25,90
14,そう,0.75,90
14,だ,0.5,90
14,れ,0.5,90
14,だ,0.5,90
14,っ,0.5,90
14,て,0.5,90
14,さ,0.5,90
14,い,0.75,90
14,しょ,0.25,90
14,わ,0.5,90
14,ちょ,0.5,90
14,っ,0.5,90
14,と,0.5,90
14,ま,0.5,90
14,よ,0.75,90
14,っ,0.25,90
14,て,0.5,90
14,ど,0.5,90
14,き,0.5,90
14,ど,0.5,90
14,き,0.5,90
14,し,0.5,90
14,な,0.5,90
14,が,0.5,90
14,ら,0.5,90
14,は,0.25,90
14,し,0.25,90
14,り,0.25,90
14,だ,0.5,90
14,すん,0.5,90
14,だ,0.75,90
14,ゆ,0.25,90
14,め,0.25,90
14,み,0.25,90
14,たい,0.5,90
14,ほ,0.25,90
14,ら,0.5,90
14,み,0.25,90
14,つ,0.5,90
14,け,0.25,90
14,て,0.5,90
