song,lyric,dur,BPM,consonant,vowel,special
15,り,0.875,86,r,i,None
15,と,0.75,86,t,o,None
15,し,0.25,86,sh,i,None
15,よ,1.875,86,y,o,None
15,め,0.25,86,m,e,None
15,い,0.25,86,None,i,None
15,き,0.25,86,k,i,None
15,っ,0.25,86,None,None,cl
15,ど,0.5,86,d,o,None
15,き,0.25,86,k,i,None
15,ど,0.5,86,d,o,None
15,き,0.5,86,k,i,None
15,す,0.75,86,s,u,None
15,る,0.5,86,r,u,None
15,と,0.5,86,t,o,None
15,き,0.5,86,k,i,None
15,む,0.5,86,m,u,None
15,て,0.25,86,t,e,None
15,き,0.5,86,k,i,None
15,で,0.5,86,d,e,None
15,しょ,1.125,86,sh,o,None
15,め,0.25,86,m,e,None
15,い,0.25,86,None,i,None
15,か,0.25,86,k,a,None
15,っ,0.25,86,None,None,cl
15,き,0.5,86,k,i,None
15,ら,0.25,86,r,a,None
15,き,0.5,86,k,i,None
15,ら,0.5,86,r,a,None
15,み,0.75,86,m,i,None
15,ら,0.5,86,r,a,None
15,い,0.5,86,None,i,None
15,で,0.5,86,d,e,None
15,き,0.5,86,k,i,None
15,ま,0.25,86,m,a,None
15,り,0.5,86,r,i,None
15,で,0.5,86,d,e,None
15,しょ,1.125,86,sh,o,None
15,ゆ,0.5,86,y,u,None
15,め,0.5,86,m,e,None
15,わ,0.75,86,w,a,None
15,も,0.25,86,m,o,None
15,お,1.875,86,None,o,None
15,ゆ,0.5,86,y,u,None
15,め,0.5,86,m,e,None
15,じゃ,0.75,86,j,a,None
15,な,0.25,86,n,a,None
15,い,1.875,86,None,i,None
15,だ,0.5,86,d,a,None
15,れ,0.5,86,r,e,None
15,だ,0.25,86,d,a,None
15,っ,0.25,86,None,None,cl
15,て,0.25,86,t,e,None
15,か,0.5,86,k,a,None
15,な,0.5,86,n,a,None
15,え,0.75,86,None,e,None
15,ら,0.25,86,r,a,None
15,れ,0.5,86,r,e,None
15,る,0.625,86,r,u,None
15,れ,0.25,86,r,e,None
15,でぃ,0.5,86,d,i,None
15,れ,0.25,86,r,e,None
15,でぃ,0.5,86,d,i,None
15,とぅ,0.25,86,t,u,None
15,ご,0.5,86,g,o,None
15,ぱ,0.25,86,p,a,None
15,ら,0.375,86,r,a,None
15,あ,0.5,86,None,a,None
15,こ,0.25,86,k,o,None
15,が,0.5,86,g,a,None
15,れ,0.5,86,r,e,None
15,わ,1.125,86,w,a,None
15,き,0.25,86,k,i,None
15,っ,0.25,86,None,None,cl
15,と,0.5,86,t,o,None
15,あ,0.5,86,None,a,None
15,す,0.25,86,s,u,None
15,の,0.5,86,n,o,None
15,み,0.5,86,m,i,None
15,ち,0.75,86,ch,i,None
15,し,0.5,86,sh,i,None
15,る,0.25,86,r,u,None
15,べ,0.625,86,b,e,None
15,り,0.5,86,r,i,None
15,そ,0.25,86,s,o,None
15,お,0.5,86,None,o,None
15,の,0.75,86,n,o,None
15,じ,0.5,86,j,i,None
15,ぶ,0.25,86,b,u,None
15,ん,0.5,86,None,None,N
15,が,0.25,86,g,a,None
15,そ,0.75,86,s,o,None
15,こ,0.25,86,k,o,None
15,で,0.75,86,d,e,None
15,ま,0.25,86,m,a,None
15,あ,0.75,86,None,a,None
15,て,0.25,86,t,e,None
15,る,0.875,86,r,u,None
15,た,0.5,86,t,a,None
15,め,0.25,86,m,e,None
15,ら,0.5,86,r,a,None
15,わ,0.5,86,w,a,None
15,ず,0.75,86,z,u,None
15,ま,0.5,86,m,a,None
15,え,0.5,86,None,e,None
15,に,0.25,86,n,i,None
15,ふ,0.75,86,f,u,None
15,み,0.5,86,m,i,None
15,だ,0.25,86,d,a,None
15,そ,0.5,86,s,o,None
15,お,1.125,86,None,o,None
15,な,0.375,86,n,a,None
15,が,0.375,86,g,a,None
15,す,0.25,86,s,u,None
15,あ,0.75,86,None,a,None
15,せ,0.25,86,s,e,None
15,も,1.875,86,m,o,None
15,な,0.375,86,n,a,None
15,み,0.375,86,m,i,None
15,だ,0.25,86,d,a,None
15,も,0.75,86,m,o,None
15,み,0.25,86,m,i,None
15,な,0.75,86,n,a,None
15,き,0.25,86,k,i,None
15,ら,0.25,86,r,a,None
15,め,0.25,86,m,e,None
15,き,0.25,86,k,i,None
15,に,0.5,86,n,i,None
15,か,0.25,86,k,a,None
15,わ,0.25,86,w,a,None
15,る,4.125,86,r,u,None
16,な,0.5,84,n,a,None
16,か,0.5,84,k,a,None
16,お,0.5,84,None,o,None
16,ゆ,0.25,84,y,u,None
16,め,0.25,84,m,e,None
16,に,0.25,84,n,i,None
16,む,0.25,84,m,u,None
16,か,0.25,84,k,a,None
16,っ,0.25,84,None,None,cl
16,て,0.25,84,t,e,None
16,と,0.25,84,t,o,None
16,ぼ,0.25,84,b,o,None
16,お,0.5,84,None,o,None
16,ど,0.25,84,d,o,None
16,ん,0.25,84,None,None,N
16,な,0.5,84,n,a,None
16,あ,0.25,84,None,a,None
16,め,0.25,84,m,e,None
16,や,0.5,84,y,a,None
16,あ,0.25,84,None,a,None
16,ら,0.25,84,r,a,None
16,し,0.5,84,sh,i,None
16,に,0.25,84,n,i,None
16,も,0.25,84,m,o,None
16,お,0.5,84,None,o,None
16,れ,0.25,84,r,e,None
16,や,0.25,84,y,a,None
16,し,0.5,84,sh,i,None
16,な,0.25,84,n,a,None
16,い,0.75,84,None,i,None
16,つ,0.25,84,ts,u,None
16,ば,0.25,84,b,a,None
16,さ,0.25,84,s,a,None
16,お,0.25,84,None,o,None
16,ひ,0.5,84,h,i,None
16,ろ,0.25,84,r,o,None
16,げ,0.25,84,g,e,None
16,て,2.5,84,t,e,None
16,ぽ,0.25,84,p,o,None
16,ろ,0.5,84,r,o,None
16,ぽ,0.25,84,p,o,None
16,ろ,0.75,84,r,o,None
16,な,0.25,84,n,a,None
16,け,0.75,84,k,e,None
16,ちゃ,0.25,84,ch,a,None
16,う,0.75,84,None,u,None
16,の,0.25,84,n,o,None
16,わ,1.25,84,w,a,None
16,ほ,0.25,84,h,o,None
16,ん,0.5,84,None,None,N
16,と,0.25,84,t,o,None
16,お,0.5,84,None,o,None
16,の,0.5,84,n,o,None
16,こ,0.25,84,k,o,None
16,こ,0.5,84,k,o,None
16,ろ,0.25,84,r,o,None
16,と,0.75,84,t,o,None
16,む,0.25,84,m,u,None
16,き,0.75,84,k,i,None
16,あ,0.25,84,None,a,None
16,あ,0.4375,84,None,a,None
16,っ,0.4375,84,None,None,cl
16,て,0.25,84,t,e,None
16,る,1.375,84,r,u,None
16,しょ,0.25,84,sh,o,None
16,お,0.5,84,None,o,None
16,こ,0.25,84,k,o,None
16,な,0.25,84,n,a,None
16,ん,0.25,84,None,None,N
16,だ,0.5,84,d,a,None
16,か,0.25,84,k,a,None
16,が,0.5,84,g,a,None
16,み,0.25,84,m,i,None
16,の,0.75,84,n,o,None
16,な,0.25,84,n,a,None
16,か,0.75,84,k,a,None
16,の,0.25,84,n,o,None
16,き,0.75,84,k,i,None
16,み,0.25,84,m,i,None
16,が,1.125,84,g,a,None
16,か,0.25,84,k,a,None
16,く,0.5,84,k,u,None
16,し,0.25,84,sh,i,None
16,て,0.5,84,t,e,None
16,る,0.5,84,r,u,None
16,そ,0.25,84,s,o,None
16,の,0.5,84,n,o,None
16,き,0.25,84,k,i,None
16,も,0.75,84,m,o,None
16,ち,0.25,84,ch,i,None
16,も,0.5,84,m,o,None
16,わ,0.5,84,w,a,None
16,か,0.5,84,k,a,None
16,っ,0.5,84,None,None,cl
16,て,0.25,84,t,e,None
16,る,0.75,84,r,u,None
16,か,0.25,84,k,a,None
16,ら,1.0,84,r,a,None
16,あ,0.25,84,None,a,None
16,き,0.25,84,k,i,None
16,ら,0.25,84,r,a,None
16,め,0.25,84,m,e,None
16,た,0.25,84,t,a,None
16,く,0.5,84,k,u,None
16,な,0.25,84,n,a,None
16,い,1.0,84,None,i,None
16,ま,0.25,84,m,a,None
16,っ,0.25,84,None,None,cl
16,す,0.5,84,s,u,None
16,ぐ,0.5,84,g,u,None
16,な,0.5,84,n,a,None
16,お,0.25,84,None,o,None
16,も,0.5,84,m,o,None
16,い,0.25,84,None,i,None
16,が,1.5,84,g,a,None
16,だ,0.25,84,d,a,None
16,れ,0.25,84,r,e,None
16,に,0.25,84,n,i,None
16,も,0.25,84,m,o,None
16,ひ,0.25,84,h,i,None
16,み,0.375,84,m,i,None
16,つ,0.25,84,ts,u,None
16,の,1.0,84,n,o,None
16,み,0.5,84,m,i,None
16,ら,0.5,84,r,a,None
16,い,0.5,84,None,i,None
16,の,0.75,84,n,o,None
16,ど,0.25,84,d,o,None
16,あ,1.0,84,None,a,None
16,きょ,0.5,84,ky,o,None
16,お,0.5,84,None,o,None
16,も,0.5,84,m,o,None
16,の,0.25,84,n,o,None
16,っ,0.25,84,None,None,cl
16,く,0.25,84,k,u,None
16,し,0.375,84,sh,i,None
16,て,0.25,84,t,e,None
16,る,1.5,84,r,u,None
16,さ,0.5,84,s,a,None
16,あ,0.5,84,None,a,None
16,は,0.25,84,w,a,None
16,じ,0.25,84,j,i,None
16,ま,0.25,84,m,a,None
16,り,0.25,84,r,i,None
16,の,0.25,84,n,o,None
16,か,0.25,84,k,a,None
16,ぜ,0.5,84,z,e,None
16,の,0.25,84,n,o,None
16,な,0.5,84,n,a,None
16,か,0.5,84,k,a,None
16,で,0.5,84,d,e,None
16,う,0.25,84,None,u,None
16,そ,0.25,84,s,o,None
16,の,0.25,84,n,o,None
16,じ,0.25,84,j,i,None
16,ぶ,0.25,84,b,u,None
16,ん,0.25,84,None,None,N
16,ぬ,0.25,84,n,u,None
16,ぎ,0.25,84,g,i,None
16,す,0.25,84,s,u,None
16,て,1.0,84,t,e,None
16,じ,0.25,84,j,i,None
16,ゆ,0.5,84,y,u,None
16,う,0.25,84,None,u,None
16,な,0.5,84,n,a,None
16,そ,0.5,84,s,o,None
16,ら,0.5,84,r,a,None
16,の,0.5,84,n,o,None
16,は,0.5,84,w,a,None
16,て,0.5,84,t,e,None
16,ゆ,0.25,84,y,u,None
16,め,0.5,84,m,e,None
16,に,0.25,84,n,i,None
16,む,0.5,84,m,u,None
16,か,0.25,84,k,a,None
16,っ,0.25,84,None,None,cl
16,て,0.75,84,t,e,None
16,ま,0.25,84,m,a,None
16,よ,0.25,84,y,o,None
16,い,0.25,84,None,i,None
16,な,0.25,84,n,a,None
16,や,0.25,84,y,a,None
16,ん,0.25,84,None,None,N
16,で,0.5,84,d,e,None
16,お,0.25,84,None,o,None
16,ち,0.5,84,ch,i,None
16,こ,0.25,84,k,o,None
16,ん,0.25,84,None,None,N
16,だ,0.5,84,d,a,None
16,ひ,0.25,84,h,i,None
16,び,0.25,84,b,i,None
16,が,0.25,84,g,a,None
16,あ,0.25,84,None,a,None
16,す,0.25,84,s,u,None
16,お,0.25,84,None,o,None
16,き,0.25,84,k,i,None
16,り,0.25,84,r,i,None
16,ひ,0.25,84,h,i,None
16,ど,0.25,84,d,o,None
16,ん,0.25,84,None,None,N
16,な,0.5,84,n,a,None
16,あ,0.25,84,None,a,None
16,め,0.25,84,m,e,None
16,や,0.25,84,y,a,None
16,あ,0.25,84,None,a,None
16,ら,0.25,84,r,a,None
16,し,0.5,84,sh,i,None
16,に,0.25,84,n,i,None
16,も,0.25,84,m,o,None
16,お,0.5,84,None,o,None
16,れ,0.25,84,r,e,None
16,や,0.25,84,y,a,None
16,し,0.5,84,sh,i,None
16,な,0.25,84,n,a,None
16,い,0.75,84,None,i,None
16,つ,0.25,84,ts,u,None
16,ば,0.25,84,b,a,None
16,さ,0.25,84,s,a,None
16,で,0.25,84,d,e,None
16,は,0.5,84,w,a,None
16,ば,0.25,84,b,a,None
16,た,0.25,84,t,a,None
16,け,2.25,84,k,e,None
17,そ,1.0,164,s,o,None
17,れ,1.0,164,r,e,None
17,だ,1.0,164,d,a,None
17,け,1.0,164,k,e,None
17,で,0.5,164,d,e,None
17,つ,1.0,164,ts,u,None
17,よ,0.5,164,y,o,None
17,く,1.0,164,k,u,None
17,な,1.0,164,n,a,None
17,る,1.5,164,r,u,None
17,あ,0.5,164,None,a,None
17,ふ,0.5,164,f,u,None
17,れ,0.5,164,r,e,None
17,る,1.25,164,r,u,None
17,こ,0.5,164,k,o,None
17,の,0.5,164,n,o,None
17,お,0.5,164,None,o,None
17,も,1.0,164,m,o,None
17,い,1.0,164,None,i,None
17,お,0.25,164,None,o,None
17,も,0.25,164,m,o,None
17,い,1.0,164,None,i,None
17,き,0.5,164,k,i,None
17,り,1.0,164,r,i,None
17,と,0.5,164,t,o,None
17,ど,0.5,164,d,o,None
17,け,1.0,164,k,e,None
17,し,0.5,164,sh,i,None
17,い,0.5,164,None,i,None
17,く,0.5,164,k,u,None
17,れ,0.25,164,r,e,None
17,っ,0.25,164,None,None,cl
17,ぴゅ,1.0,164,py,u,None
17,あ,0.5,164,None,a,None
17,き,0.5,164,k,i,None
17,み,0.5,164,m,i,None
17,と,0.5,164,t,o,None
17,ふ,1.0,164,f,u,None
17,ざ,1.0,164,z,a,None
17,け,1.0,164,k,e,None
17,あ,1.0,164,None,a,None
17,う,1.0,164,None,u,None
17,だ,0.5,164,d,a,None
17,け,1.5,164,k,e,None
17,で,0.5,164,d,e,None
17,きょ,1.0,164,ky,o,None
17,い,0.5,164,None,i,None
17,ち,1.0,164,ch,i,None
17,に,1.0,164,n,i,None
17,ち,1.0,164,ch,i,None
17,ず,0.5,164,z,u,None
17,う,0.5,164,None,u,None
17,と,0.5,164,t,o,None
17,ご,1.0,164,g,o,None
17,き,1.0,164,k,i,None
17,げ,0.5,164,g,e,None
17,ん,0.5,164,None,None,N
17,に,1.0,164,n,i,None
17,な,0.5,164,n,a,None
17,っ,0.5,164,None,None,cl
17,ちゃ,0.5,164,ch,a,None
17,う,1.5,164,None,u,None
17,た,0.5,164,t,a,None
17,ん,0.5,164,None,None,N
17,じゅ,0.5,164,j,u,None
17,ん,0.5,164,None,None,N
17,な,0.5,164,n,a,None
17,ほ,0.5,164,h,o,None
17,ん,0.5,164,None,None,N
17,と,0.5,164,t,o,None
17,わ,1.0,164,w,a,None
17,と,1.0,164,t,o,None
17,も,1.0,164,m,o,None
17,だ,1.0,164,d,a,None
17,ち,1.0,164,ch,i,None
17,か,0.5,164,k,a,None
17,ら,1.5,164,r,a,None
17,ふ,0.5,164,f,u,None
17,み,0.5,164,m,i,None
17,だ,0.5,164,d,a,None
17,し,0.5,164,sh,i,None
17,た,0.5,164,t,a,None
17,い,0.5,164,None,i,None
17,け,0.5,164,k,e,None
17,ど,1.25,164,d,o,None
17,あ,0.5,164,None,a,None
17,わ,0.5,164,w,a,None
17,て,0.5,164,t,e,None
17,ちゃ,1.0,164,ch,a,None
17,だ,0.5,164,d,a,None
17,め,1.0,164,m,e,None
17,じ,0.25,164,j,i,None
17,ぶ,0.25,164,b,u,None
17,ん,1.0,164,None,None,N
17,ら,0.5,164,r,a,None
17,し,1.0,164,sh,i,None
17,く,0.5,164,k,u,None
17,ゆ,0.5,164,y,u,None
17,こ,2.5,164,k,o,None
17,お,0.5,164,None,o,None
17,ち,1.0,164,ch,i,None
17,こ,0.5,164,k,o,None
17,ん,1.0,164,None,None,N
17,じゃ,0.5,164,j,a,None
17,っ,0.5,164,None,None,cl
17,て,0.5,164,t,e,None
17,ひ,1.0,164,h,i,None
17,と,0.5,164,t,o,None
17,り,1.0,164,r,i,None
17,の,1.0,164,n,o,None
17,こ,0.5,164,k,o,None
17,る,0.5,164,r,u,None
17,ほ,0.5,164,h,o,None
17,う,1.0,164,None,u,None
17,か,0.5,164,k,a,None
17,ご,1.0,164,g,o,None
17,は,0.5,164,w,a,None
17,し,0.5,164,sh,i,None
17,る,1.5,164,r,u,None
17,き,0.5,164,k,i,None
17,み,0.5,164,m,i,None
17,の,1.0,164,n,o,None
17,す,0.5,164,s,u,None
17,が,0.5,164,g,a,None
17,た,0.5,164,t,a,None
17,な,0.5,164,n,a,None
17,が,1.0,164,g,a,None
17,め,1.0,164,m,e,None
17,る,1.0,164,r,u,None
17,よ,4.25,164,y,o,None
17,き,0.5,164,k,i,None
17,み,0.5,164,m,i,None
17,が,0.5,164,g,a,None
17,す,1.0,164,s,u,None
17,き,1.0,164,k,i,None
17,そ,1.0,164,s,o,None
17,の,1.0,164,n,o,None
17,き,1.0,164,k,i,None
17,も,1.0,164,m,o,None
17,ち,2.0,164,ch,i,None
17,だ,0.5,164,d,a,None
17,け,0.5,164,k,e,None
17,で,2.5,164,d,e,None
17,ま,0.5,164,m,a,None
17,ほ,0.5,164,h,o,None
17,お,0.5,164,None,o,None
17,の,1.0,164,n,o,None
17,よ,1.0,164,y,o,None
17,お,1.0,164,None,o,None
17,に,1.0,164,n,i,None
17,げ,1.0,164,g,e,None
17,ん,1.0,164,None,None,N
17,き,0.5,164,k,i,None
17,に,1.5,164,n,i,None
17,な,0.5,164,n,a,None
17,る,1.5,164,r,u,None
17,ふ,0.5,164,f,u,None
17,し,0.5,164,sh,i,None
17,ぎ,0.5,164,g,i,None
17,だ,0.5,164,d,a,None
17,ね,2.25,164,n,e,None
17,きょ,0.5,164,ky,o,None
17,お,0.5,164,None,o,None
17,よ,0.5,164,y,o,None
17,り,1.0,164,r,i,None
17,あ,1.0,164,None,a,None
17,し,1.0,164,sh,i,None
17,た,1.0,164,t,a,None
17,わ,1.0,164,w,a,None
17,も,0.5,164,m,o,None
17,っ,0.5,164,None,None,cl
17,と,0.5,164,t,o,None
17,す,1.0,164,s,u,None
17,き,0.5,164,k,i,None
17,に,0.5,164,n,i,None
17,な,1.0,164,n,a,None
17,る,1.5,164,r,u,None
17,あ,0.5,164,None,a,None
17,ふ,0.5,164,f,u,None
17,れ,0.5,164,r,e,None
17,る,1.5,164,r,u,None
17,こ,0.5,164,k,o,None
17,の,0.5,164,n,o,None
17,お,0.5,164,None,o,None
17,も,1.0,164,m,o,None
17,い,1.0,164,None,i,None
17,い,0.25,164,None,i,None
17,つ,0.25,164,ts,u,None
17,の,1.0,164,n,o,None
17,ひ,0.5,164,h,i,None
17,か,1.0,164,k,a,None
17,と,0.5,164,t,o,None
17,ど,0.5,164,d,o,None
17,け,1.0,164,k,e,None
17,し,0.5,164,sh,i,None
17,い,0.5,164,None,i,None
17,く,0.5,164,k,u,None
17,れ,0.25,164,r,e,None
17,っ,0.25,164,None,None,cl
17,ぴゅ,1.0,164,py,u,None
17,あ,0.5,164,None,a,None
18,み,0.5,164,m,i,None
18,ら,0.5,164,r,a,None
18,く,0.5,164,k,u,None
18,る,0.5,164,r,u,None
18,ぱ,0.5,164,p,a,None
18,ら,0.5,164,r,a,None
18,は,1.0,164,w,a,None
18,と,0.5,164,t,o,None
18,に,0.5,164,n,i,None
18,き,0.5,164,k,i,None
18,ざ,0.5,164,z,a,None
18,も,1.875,164,m,o,None
18,き,0.5,164,k,i,None
18,せ,0.5,164,s,e,None
18,き,0.5,164,k,i,None
18,て,0.5,164,t,e,None
18,き,1.0,164,k,i,None
18,も,1.0,164,m,o,None
18,の,0.5,164,n,o,None
18,が,1.0,164,g,a,None
18,た,0.5,164,t,a,None
18,り,1.875,164,r,i,None
18,ち,1.0,164,ch,i,None
18,い,1.0,164,None,i,None
18,さ,0.5,164,s,a,None
18,な,0.5,164,n,a,None
18,ど,0.5,164,d,o,None
18,りょ,0.5,164,ry,o,None
18,く,1.0,164,k,u,None
18,が,1.875,164,g,a,None
18,み,1.0,164,m,i,None
18,ら,0.5,164,r,a,None
18,い,1.0,164,None,i,None
18,お,0.5,164,None,o,None
18,は,0.5,164,w,a,None
18,じ,0.5,164,j,i,None
18,め,0.5,164,m,e,None
18,よ,3.875,164,y,o,None
18,こ,1.0,164,k,o,None
18,お,1.375,164,None,o,None
18,で,0.5,164,d,e,None
18,ば,0.25,164,b,a,None
18,っ,0.25,164,None,None,cl
18,ち,0.5,164,ch,i,None
18,り,1.875,164,r,i,None
18,ふぇ,0.5,164,f,e,None
18,あ,0.5,164,None,a,None
18,り,1.375,164,r,i,None
18,な,0.5,164,n,a,None
18,わ,0.5,164,w,a,None
18,ん,0.5,164,None,None,N
18,ぴ,0.5,164,p,i,None
18,で,1.875,164,d,e,None
18,し,1.0,164,sh,i,None
18,せ,0.5,164,s,e,None
18,ん,1.0,164,None,None,N
18,あ,0.5,164,None,a,None
18,つ,1.0,164,ts,u,None
18,め,0.5,164,m,e,None
18,ちゃ,1.0,164,ch,a,None
18,う,1.0,164,None,u,None
18,よ,0.5,164,y,o,None
18,み,0.5,164,m,i,None
18,ん,0.5,164,None,None,N
18,な,0.5,164,n,a,None
18,に,0.5,164,n,i,None
18,と,0.5,164,t,o,None
18,ど,0.5,164,d,o,None
18,け,0.5,164,k,e,None
18,こ,1.0,164,k,o,None
18,の,0.5,164,n,o,None
18,みゅ,1.0,164,my,u,None
18,す,1.0,164,s,u,None
18,て,1.5,164,t,e,None
18,じ,0.5,164,j,i,None
18,あ,0.5,164,None,a,None
18,が,0.5,164,g,a,None
18,れ,0.5,164,r,e,None
18,ば,1.875,164,b,a,None
18,だ,0.5,164,d,a,None
18,れ,0.5,164,r,e,None
18,だ,0.6875,164,d,a,None
18,っ,0.6875,164,None,None,cl
18,て,0.5,164,t,e,None
18,あ,0.5,164,None,a,None
18,い,0.5,164,None,i,None
18,ど,0.5,164,d,o,None
18,る,1.875,164,r,u,None
18,じょ,0.5,164,j,o,None
18,う,0.5,164,None,u,None
18,しょ,0.5,164,sh,o,None
18,お,0.5,164,None,o,None
18,し,0.5,164,sh,i,None
18,こ,1.0,164,k,o,None
18,お,0.5,164,None,o,None
18,で,1.0,164,d,e,None
18,い,1.0,164,None,i,None
18,こ,3.875,164,k,o,None
18,し,1.0,164,sh,i,None
18,っ,1.0,164,None,None,cl
18,ぱ,1.0,164,p,a,None
18,い,0.5,164,None,i,None
18,し,0.5,164,sh,i,None
18,た,0.5,164,t,a,None
18,り,1.0,164,r,i,None
18,ちょ,0.25,164,ch,o,None
18,っ,0.25,164,None,None,cl
18,と,0.5,164,t,o,None
18,へ,1.0,164,None,e,None
18,こ,0.5,164,k,o,None
18,ん,1.0,164,None,None,N
18,で,1.0,164,d,e,None
18,も,2.0,164,m,o,None
18,み,0.5,164,m,i,None
18,ん,0.5,164,None,None,N
18,な,0.5,164,n,a,None
18,と,1.0,164,t,o,None
18,も,1.25,164,m,o,None
18,だ,1.0,164,d,a,None
18,ち,1.875,164,ch,i,None
18,き,0.5,164,k,i,None
18,ら,0.5,164,r,a,None
18,き,0.5,164,k,i,None
18,ら,1.0,164,r,a,None
18,な,0.5,164,n,a,None
18,め,0.5,164,m,e,None
18,い,1.0,164,None,i,None
18,き,0.5,164,k,i,None
18,ん,0.5,164,None,None,N
18,ぐ,1.0,164,g,u,None
18,ど,0.5,164,d,o,None
18,ら,0.5,164,r,a,None
18,ま,2.0,164,m,a,None
18,い,0.5,164,None,i,None
18,い,0.5,164,None,i,None
18,しょ,0.5,164,sh,o,None
18,に,0.5,164,n,i,None
18,つ,0.5,164,ts,u,None
18,く,0.5,164,k,u,None
18,ろ,0.5,164,r,o,None
18,ぷ,0.5,164,p,u,None
18,り,0.5,164,r,i,None
18,ぱ,0.5,164,p,a,None
18,ら,0.5,164,r,a,None
18,ぱ,0.5,164,p,a,None
18,ら,0.5,164,r,a,None
18,は,0.5,164,w,a,None
18,あ,0.5,164,None,a,None
18,と,0.5,164,t,o,None
18,み,0.5,164,m,i,None
18,が,0.5,164,g,a,None
18,い,0.5,164,None,i,None
18,て,1.875,164,t,e,None
18,ゆ,0.5,164,y,u,None
18,め,0.5,164,m,e,None
18,お,0.5,164,None,o,None
18,か,0.5,164,k,a,None
18,な,0.75,164,n,a,None
18,え,1.0,164,None,e,None
18,る,0.5,164,r,u,None
18,せ,1.0,164,s,e,None
18,か,0.5,164,k,a,None
18,い,1.875,164,None,i,None
18,あ,1.0,164,None,a,None
18,い,1.0,164,None,i,None
18,ど,0.5,164,d,o,None
18,る,1.5,164,r,u,None
18,ら,0.5,164,r,a,None
18,ん,0.5,164,None,None,N
18,く,0.5,164,k,u,None
18,お,1.875,164,None,o,None
18,あ,1.0,164,None,a,None
18,げ,0.5,164,g,e,None
18,ちゃ,1.0,164,ch,a,None
18,お,1.0,164,None,o,None
18,お,2.0,164,None,o,None
18,き,0.5,164,k,i,None
18,ら,0.5,164,r,a,None
18,め,0.5,164,m,e,None
18,き,0.5,164,k,i,None
18,ぱ,0.5,164,p,a,None
18,ら,0.5,164,r,a,None
18,ど,1.0,164,d,o,None
18,ん,0.5,164,None,None,N
18,な,0.5,164,n,a,None
18,と,0.5,164,t,o,None
18,き,0.5,164,k,i,None
18,も,1.875,164,m,o,None
18,え,0.5,164,None,e,None
18,が,0.5,164,g,a,None
18,お,0.5,164,None,o,None
18,た,0.5,164,t,a,None
18,や,0.5,164,y,a,None
18,さ,1.0,164,s,a,None
18,ず,0.5,164,z,u,None
18,い,1.0,164,None,i,None
18,こ,0.5,164,k,o,None
18,お,1.875,164,None,o,None
18,ち,1.0,164,ch,i,None
18,い,1.0,164,None,i,None
18,さ,0.5,164,s,a,None
18,な,0.5,164,n,a,None
18,ど,0.5,164,d,o,None
18,りょ,0.5,164,ry,o,None
18,く,1.0,164,k,u,None
18,が,1.875,164,g,a,None
18,み,1.0,164,m,i,None
18,ら,0.5,164,r,a,None
18,い,1.0,164,None,i,None
18,お,1.0,164,None,o,None
18,は,0.5,164,w,a,None
18,じ,0.5,164,j,i,None
18,め,0.5,164,m,e,None
18,よ,3.875,164,y,o,None
19,に,0.5,184,n,i,None
19,ぎ,1.0,184,g,i,None
19,り,0.5,184,r,i,None
19,し,1.0,184,sh,i,None
19,め,0.5,184,m,e,None
19,る,1.5,184,r,u,None
19,ぷ,1.0,184,p,u,None
19,ら,1.0,184,r,a,None
19,い,0.5,184,None,i,None
19,ど,1.0,184,d,o,None
19,の,1.0,184,n,o,None
19,ね,1.0,184,n,e,None
19,つ,0.5,184,ts,u,None
19,が,1.5,184,g,a,None
19,じ,0.5,184,j,i,None
19,り,0.5,184,r,i,None
19,じ,1.0,184,j,i,None
19,り,0.5,184,r,i,None
19,と,1.0,184,t,o,None
19,て,1.0,184,t,e,None
19,の,1.0,184,n,o,None
19,ひ,0.5,184,h,i,None
19,ら,1.5,184,r,a,None
19,こ,1.0,184,k,o,None
19,が,1.5,184,g,a,None
19,し,0.5,184,sh,i,None
19,て,1.5,184,t,e,None
19,ゆ,0.5,184,y,u,None
19,く,1.5,184,k,u,None
19,か,0.5,184,k,a,None
19,ら,1.5,184,r,a,None
19,あ,0.5,184,None,a,None
19,き,1.0,184,k,i,None
19,ら,0.5,184,r,a,None
19,め,1.0,184,m,e,None
19,な,0.5,184,n,a,None
19,い,1.5,184,None,i,None
19,ま,1.0,184,m,a,None
19,だ,1.0,184,d,a,None
19,お,0.5,184,None,o,None
19,わ,1.0,184,w,a,None
19,り,1.0,184,r,i,None
19,た,1.0,184,t,a,None
19,く,0.5,184,k,u,None
19,な,0.75,184,n,a,None
19,い,0.75,184,None,i,None
19,か,0.5,184,k,a,None
19,れ,0.5,184,r,e,None
19,る,1.0,184,r,u,None
19,ま,0.5,184,m,a,None
19,で,1.5,184,d,e,None
19,な,0.5,184,n,a,None
19,い,1.5,184,None,i,None
19,た,0.5,184,t,a,None
19,ら,1.0,184,r,a,None
19,さ,1.0,184,s,a,None
19,ま,0.5,184,m,a,None
19,え,1.0,184,None,e,None
19,お,0.5,184,None,o,None
19,む,1.0,184,m,u,None
19,く,0.5,184,k,u,None
19,ん,0.5,184,None,None,N
19,だ,3.0,184,d,a,None
19,や,1.5,184,y,a,None
19,み,1.5,184,m,i,None
19,お,1.5,184,None,o,None
19,さ,1.5,184,s,a,None
19,ま,1.0,184,m,a,None
